geohash6,hour,median_demand_per_geo
qp03t9,0.0,0.026545834563604292
qp03tb,0.0,0.06173419041688342
qp03tc,0.0,0.09726817049044972
qp03td,0.0,0.01702823658238577
qp03te,0.0,0.00821014832324108
qp03tf,0.0,0.03402475433787856
qp03tg,0.0,0.024014353794640793
qp03tk,0.0,0.0
qp03tm,0.0,0.0
qp03tq,0.0,0.0
qp03tr,0.0,0.0
qp03ts,0.0,0.04987885259591768
qp03tt,0.0,0.004692336446866314
qp03tu,0.0,0.03057011661871816
qp03tv,0.0,0.026785171088949566
qp03tw,0.0,0.008147013114344289
qp03tx,0.0,0.009940508076673439
qp03ty,0.0,0.02904157768365502
qp03tz,0.0,0.009931969046940239
qp03v2,0.0,0.0
qp03v3,0.0,0.0
qp03v9,0.0,0.00016720999793845697
qp03vb,0.0,0.01806197544877603
qp03vc,0.0,0.0
qp03vd,0.0,0.0
qp03vf,0.0,0.0
qp03w0,0.0,0.06623602476938505
qp03w1,0.0,0.1939466439168229
qp03w2,0.0,0.00953051969085394
qp03w3,0.0,0.06218448269882773
qp03w4,0.0,0.12294814443384428
qp03w5,0.0,0.04366408635705018
qp03w6,0.0,0.08967473420938837
qp03w7,0.0,0.04246960624451935
qp03w8,0.0,0.1804438149945326
qp03w9,0.0,0.6126393900245626
qp03wb,0.0,0.015307705610159924
qp03wc,0.0,0.19269580028641137
qp03wd,0.0,0.37557527122794904
qp03we,0.0,0.2551629239612706
qp03wf,0.0,0.5763106251889902
qp03wg,0.0,0.8163202358883547
qp03wh,0.0,0.033551418724464224
qp03wj,0.0,0.04898303093120174
qp03wk,0.0,0.0669980789554737
qp03wm,0.0,0.10007333649541872
qp03wn,0.0,0.0671499615831478
qp03wp,0.0,0.02290738179977609
qp03wq,0.0,0.059988964355261964
qp03wr,0.0,0.09461363592248243
qp03ws,0.0,0.17345590664958813
qp03wt,0.0,0.09159897671177307
qp03wu,0.0,0.42921897462888364
qp03wv,0.0,0.1591974500153155
qp03ww,0.0,0.1134897019417517
qp03wx,0.0,0.14105299342494199
qp03wy,0.0,0.2599793008909575
qp03wz,0.0,0.5879218750541118
qp03x0,0.0,0.04288849397633312
qp03x1,0.0,0.1574963712065212
qp03x2,0.0,0.1451942958087103
qp03x3,0.0,0.1714892862232182
qp03x4,0.0,0.10262503475244458
qp03x5,0.0,0.39173507446879297
qp03x6,0.0,0.15507395167025426
qp03x7,0.0,0.28084081210097467
qp03x8,0.0,0.1325047277748656
qp03x9,0.0,0.10403919234168131
qp03xb,0.0,0.06502098103098546
qp03xc,0.0,0.06099256150390643
qp03xd,0.0,0.11602113172092757
qp03xe,0.0,0.13253403705479933
qp03xf,0.0,0.20128338252097544
qp03xg,0.0,0.2264203141234553
qp03xh,0.0,0.30340764356944616
qp03xj,0.0,0.370974442700844
qp03xk,0.0,0.5356220771886819
qp03xm,0.0,0.7088093312798532
qp03xn,0.0,0.30714355674254756
qp03xp,0.0,0.453322152435386
qp03xq,0.0,0.21859680349801935
qp03xr,0.0,0.15157587652418097
qp03xs,0.0,0.444287314144544
qp03xt,0.0,0.40123511860775984
qp03xu,0.0,0.21903162530050663
qp03xv,0.0,0.35781748275529224
qp03xw,0.0,0.9831074225828171
qp03xx,0.0,1.0
qp03xy,0.0,0.6273325810815338
qp03xz,0.0,0.38112383471281697
qp03y0,0.0,0.0033824704894705668
qp03y1,0.0,0.0043928075568781325
qp03y2,0.0,0.042215014323123676
qp03y3,0.0,0.0008216772739527791
qp03y4,0.0,0.0
qp03y5,0.0,0.0
qp03y6,0.0,0.03274815797593525
qp03y7,0.0,0.06213106647500157
qp03y8,0.0,0.20607781795791041
qp03y9,0.0,0.13768509090357794
qp03yb,0.0,0.6445496805637627
qp03yc,0.0,0.2150260845869963
qp03yd,0.0,0.12838993525656064
qp03ye,0.0,0.10790087039775309
qp03yf,0.0,0.060352387147068025
qp03yg,0.0,0.4186914950924197
qp03yh,0.0,0.0
qp03yk,0.0,0.029409580250965045
qp03ym,0.0,0.010509009513999551
qp03yq,0.0,0.0007732496160099674
qp03yr,0.0,0.0
qp03ys,0.0,0.15751198259141647
qp03yt,0.0,0.09258252895033758
qp03yu,0.0,0.07511197009234266
qp03yv,0.0,0.04395175875241125
qp03yw,0.0,0.017871981440569007
qp03yx,0.0,0.040330759289103846
qp03yy,0.0,0.07857374384173188
qp03yz,0.0,0.04518361586119306
qp03z0,0.0,0.38210555509548294
qp03z1,0.0,0.04114836433224945
qp03z2,0.0,0.2883477514396914
qp03z3,0.0,0.0
qp03z4,0.0,0.10215856260338083
qp03z5,0.0,0.023911898515411492
qp03z6,0.0,0.004736403599953445
qp03z7,0.0,0.027779036332373483
qp03z8,0.0,0.1920620378977541
qp03z9,0.0,0.16695900558974194
qp03zb,0.0,0.36090832639057246
qp03zc,0.0,0.25388239420638814
qp03zd,0.0,0.062386283938846175
qp03ze,0.0,0.07538544987000062
qp03zf,0.0,0.19171725383262847
qp03zg,0.0,0.060566208303819466
qp03zh,0.0,0.053505809172655905
qp03zj,0.0,0.003142437588320222
qp03zk,0.0,0.01982248744583641
qp03zm,0.0,0.015902347073466765
qp03zn,0.0,0.024593137868902694
qp03zp,0.0,0.010827923543370088
qp03zq,0.0,0.0
qp03zr,0.0,0.012944382659902956
qp03zs,0.0,0.037884927647575395
qp03zt,0.0,0.18666332146261083
qp03zu,0.0,0.07551281049682335
qp03zv,0.0,0.4017389478025223
qp03zw,0.0,0.009898145420106861
qp03zx,0.0,0.0
qp03zy,0.0,0.0
qp03zz,0.0,0.23284364567268928
qp06n8,0.0,0.004142663219528725
qp06n9,0.0,0.0037711737443865394
qp06nb,0.0,0.03962702892873286
qp06nc,0.0,0.010584427628058904
qp06nd,0.0,0.004010155629749505
qp06ne,0.0,0.003797101449598002
qp06nf,0.0,0.01705477270585752
qp06ng,0.0,0.002069789317379777
qp06ns,0.0,0.0
qp06nt,0.0,0.0
qp06nu,0.0,0.0
qp06nv,0.0,0.0
qp06nw,0.0,0.0
qp06ny,0.0,0.0
qp06p0,0.0,0.0
qp06p1,0.0,0.021415524202494884
qp06p2,0.0,0.038175956678339285
qp06p3,0.0,0.0075338252697401764
qp06p4,0.0,0.009707867824533888
qp06p5,0.0,0.05039563677900458
qp06p6,0.0,0.0035535421618732754
qp06p7,0.0,0.027282646912796887
qp06p8,0.0,0.0
qp06p9,0.0,0.009115920514614812
qp06pb,0.0,0.052633059838977064
qp06pc,0.0,0.011686734285681049
qp06pd,0.0,0.013580486765112514
qp06pe,0.0,0.044017337621188035
qp06pf,0.0,0.024089349832112916
qp06pg,0.0,0.0
qp06ph,0.0,0.05990510067441022
qp06pj,0.0,0.009561787148278496
qp06pk,0.0,0.021267148923665054
qp06pm,0.0,0.009282245517095722
qp06pn,0.0,0.0
qp06pq,0.0,0.009076104417262414
qp06ps,0.0,0.010387822202916692
qp06pt,0.0,0.0014859883782535306
qp06pu,0.0,0.0
qp06pv,0.0,0.0024752498664459602
qp06pw,0.0,0.012164517967572383
qp06py,0.0,0.03418750367498856
qp08b1,0.0,0.0
qp08b4,0.0,0.0
qp08b5,0.0,0.0
qp08b6,0.0,0.0
qp08b7,0.0,0.0
qp08bd,0.0,0.0
qp08be,0.0,0.0
qp08bg,0.0,0.0
qp08bh,0.0,0.0
qp08bj,0.0,0.04104339467984216
qp08bk,0.0,0.0
qp08bm,0.0,0.0
qp08bn,0.0,0.0
qp08bp,0.0,0.01339977810952574
qp08bq,0.0,0.0
qp08br,0.0,0.007866842566616714
qp08bs,0.0,0.0
qp08bt,0.0,0.0
qp08bu,0.0,0.0
qp08bv,0.0,0.0
qp08bw,0.0,0.0
qp08bx,0.0,0.0
qp08by,0.0,0.0
qp08bz,0.0,0.0
qp08c5,0.0,0.0
qp08ch,0.0,0.0
qp08cj,0.0,0.0
qp08ck,0.0,0.0
qp08cm,0.0,0.0
qp08cn,0.0,0.0
qp08cp,0.0,0.0
qp08cu,0.0,0.0
qp08cv,0.0,0.0
qp08cy,0.0,0.0
qp08fh,0.0,0.0
qp08fj,0.0,0.0
qp08fn,0.0,0.0
qp08fp,0.0,0.0
qp08fq,0.0,0.0
qp08fr,0.0,0.0
qp08fs,0.0,0.0
qp08ft,0.0,0.0
qp08fu,0.0,0.0
qp08fv,0.0,0.0
qp08fw,0.0,0.0
qp08fx,0.0,0.0
qp08fy,0.0,0.008980602620402602
qp08fz,0.0,0.0
qp08g4,0.0,0.0
qp08g5,0.0,0.0
qp08g6,0.0,0.0
qp08g7,0.0,0.0
qp08gh,0.0,0.0
qp08gj,0.0,0.0
qp08gk,0.0,0.0
qp08gm,0.0,0.0
qp08gn,0.0,0.0
qp08gp,0.0,0.009686330881631473
qp08gq,0.0,0.0038586556839915265
qp08gr,0.0,0.016563481788543742
qp08gs,0.0,0.0
qp08gt,0.0,0.0
qp08gu,0.0,0.0
qp08gv,0.0,0.0
qp08gw,0.0,0.0
qp08gx,0.0,0.0016722611907712898
qp08gy,0.0,0.0
qp08gz,0.0,0.02628520776985727
qp08uj,0.0,0.0
qp08un,0.0,0.0
qp08up,0.0,0.0
qp0900,0.0,0.008161314829147141
qp0901,0.0,0.0
qp0902,0.0,0.005481893988582491
qp0903,0.0,0.0
qp0904,0.0,0.0
qp0905,0.0,0.0
qp0906,0.0,0.0
qp0907,0.0,0.019839825647883454
qp0908,0.0,0.0
qp0909,0.0,0.0
qp090b,0.0,0.02832769086416565
qp090c,0.0,0.0
qp090d,0.0,0.0
qp090e,0.0,0.07073391957736846
qp090h,0.0,0.009322348346762141
qp090j,0.0,0.0
qp090k,0.0,0.022282688986899862
qp090m,0.0,0.029841888641957012
qp090n,0.0,0.012970911229024589
qp090p,0.0,0.015962290467754763
qp090q,0.0,0.024916852725126098
qp090r,0.0,0.035282574418008694
qp090s,0.0,0.03865178232830627
qp090t,0.0,0.08351335634157328
qp090v,0.0,0.0
qp090w,0.0,0.03969529010083772
qp090x,0.0,0.04171278852971125
qp090y,0.0,0.0
qp090z,0.0,0.0
qp0917,0.0,0.0
qp0919,0.0,0.0
qp091d,0.0,0.0
qp091e,0.0,0.0
qp091f,0.0,0.0
qp091g,0.0,0.0
qp091h,0.0,0.0
qp091k,0.0,0.0
qp091m,0.0,0.0
qp091n,0.0,0.0
qp091p,0.0,0.0
qp091q,0.0,0.0
qp091r,0.0,0.0
qp091s,0.0,0.0
qp091t,0.0,0.022367757178692875
qp091u,0.0,0.002997580684781063
qp091v,0.0,0.020770202397603382
qp091w,0.0,0.005160632712085738
qp091x,0.0,0.011441110266412945
qp091y,0.0,0.10361925896146273
qp091z,0.0,0.07226755178889985
qp0920,0.0,0.06326250930541258
qp0921,0.0,0.07834016922661573
qp0922,0.0,0.014540781125106532
qp0923,0.0,0.0023033611517501483
qp0924,0.0,0.09266799442072884
qp0925,0.0,0.21247765506406915
qp0926,0.0,0.06384867328865786
qp0927,0.0,0.1528455634633267
qp0928,0.0,0.03490294231910536
qp0929,0.0,0.044527226670091805
qp092d,0.0,0.04927749811036829
qp092e,0.0,0.0575452633301762
qp092h,0.0,0.1938605374544768
qp092j,0.0,0.1905015638479954
qp092k,0.0,0.20662505214401533
qp092m,0.0,0.22847816898062118
qp092n,0.0,0.1927854323963864
qp092p,0.0,0.08696628548029922
qp092q,0.0,0.20646845112919598
qp092r,0.0,0.12299930542372749
qp092s,0.0,0.05710836450162517
qp092t,0.0,0.06359541272260333
qp092w,0.0,0.10134775386349022
qp092x,0.0,0.0900969768600435
qp092z,0.0,0.0
qp0930,0.0,0.0
qp0931,0.0,0.0
qp0932,0.0,0.0
qp0933,0.0,0.0
qp0934,0.0,0.0
qp0935,0.0,0.0
qp0936,0.0,0.0
qp0937,0.0,0.0
qp0938,0.0,0.0
qp0939,0.0,0.0
qp093b,0.0,0.06268614310304063
qp093c,0.0,0.05417239105563381
qp093d,0.0,0.009830289942459304
qp093e,0.0,0.016296341843741728
qp093f,0.0,0.0025462833267543643
qp093g,0.0,0.04350885652580243
qp093h,0.0,0.0
qp093j,0.0,0.0
qp093k,0.0,0.0
qp093m,0.0,0.0
qp093n,0.0,0.0
qp093p,0.0,0.017089923049183865
qp093q,0.0,0.021531718717872662
qp093r,0.0,0.08721609278352457
qp093s,0.0,0.0006801023681254488
qp093t,0.0,0.0
qp093u,0.0,0.055344026851864625
qp093v,0.0,0.05195655785419423
qp093w,0.0,0.17045487211606636
qp093x,0.0,0.09851111058820769
qp093y,0.0,0.13264553251155203
qp093z,0.0,0.027449562613241683
qp0941,0.0,0.010531604021478614
qp0942,0.0,0.0
qp0943,0.0,0.0
qp0944,0.0,0.03803569435635262
qp0945,0.0,0.08916903410990976
qp0946,0.0,0.0
qp0947,0.0,0.04168331549724037
qp0948,0.0,0.0
qp0949,0.0,0.0
qp094b,0.0,0.021138125875401786
qp094c,0.0,0.03514201617397729
qp094d,0.0,0.0
qp094e,0.0,0.0
qp094f,0.0,0.0
qp094g,0.0,0.014397784719324576
qp094h,0.0,0.017962889791156428
qp094j,0.0,0.014271055224672334
qp094k,0.0,0.048114597596750214
qp094m,0.0,0.03828216291523599
qp094n,0.0,0.12267459742709795
qp094p,0.0,0.05450613856575538
qp094q,0.0,0.1491172253892759
qp094r,0.0,0.4829702843243333
qp094s,0.0,0.0
qp094t,0.0,0.036202882831756975
qp094u,0.0,0.0002912089653637721
qp094v,0.0,0.0
qp094w,0.0,0.025057470579188876
qp094x,0.0,0.11700360656733026
qp094y,0.0,0.04005679375548224
qp094z,0.0,0.008486209416467907
qp0950,0.0,0.02113865138118779
qp0951,0.0,0.0
qp0952,0.0,0.010484801770331354
qp0953,0.0,0.011458134477176661
qp0954,0.0,0.0
qp0955,0.0,0.0
qp0956,0.0,0.0
qp0957,0.0,0.0
qp0958,0.0,0.0
qp0959,0.0,0.0
qp095b,0.0,0.018837997144511114
qp095c,0.0,0.01741727105838818
qp095d,0.0,0.0
qp095e,0.0,0.0
qp095f,0.0,0.0
qp095g,0.0,0.0
qp095h,0.0,0.0
qp095j,0.0,0.011826346672778851
qp095k,0.0,0.0
qp095m,0.0,0.00955895236686196
qp095n,0.0,0.025086568015776065
qp095p,0.0,0.0
qp095q,0.0,0.04410324436327848
qp095r,0.0,0.07851427445835052
qp095s,0.0,0.00548022634679074
qp095t,0.0,0.0
qp095u,0.0,0.0
qp095v,0.0,0.04955737854733491
qp095w,0.0,0.021626826958934323
qp095x,0.0,0.029078141389459036
qp095y,0.0,0.0006960224023364043
qp095z,0.0,0.018744428424027657
qp0960,0.0,0.0808583091394173
qp0961,0.0,0.08278494534209027
qp0962,0.0,0.1058812123781192
qp0963,0.0,0.01103591749607252
qp0964,0.0,0.0
qp0965,0.0,0.0
qp0966,0.0,0.0
qp0967,0.0,0.0
qp0968,0.0,0.04428502241743844
qp0969,0.0,0.007524480435788099
qp096b,0.0,0.07088231566339154
qp096c,0.0,0.029046862292897498
qp096d,0.0,0.0016194405572413874
qp096e,0.0,0.0
qp096f,0.0,0.3148214741207378
qp096g,0.0,0.07779820323400433
qp096h,0.0,0.045220391243058974
qp096j,0.0,0.12122390068989326
qp096k,0.0,0.0113571811700817
qp096m,0.0,0.07767446434975198
qp096n,0.0,0.10318415479085458
qp096p,0.0,0.07110971095952287
qp096q,0.0,0.6713342466749554
qp096r,0.0,0.3121461931419713
qp096s,0.0,0.09492211504957071
qp096t,0.0,0.25434191350948554
qp096u,0.0,0.33094130263793864
qp096v,0.0,0.4447990397999899
qp096w,0.0,0.2127114005920343
qp096x,0.0,0.5111184505562121
qp096y,0.0,0.1272618464468523
qp096z,0.0,0.2627677769836253
qp0970,0.0,0.035100008843850686
qp0971,0.0,0.02243240521139176
qp0972,0.0,0.0388129992358155
qp0973,0.0,0.0
qp0974,0.0,0.0457683007936982
qp0975,0.0,0.1530962164697676
qp0976,0.0,0.09256648018363736
qp0977,0.0,0.0501443957798261
qp0978,0.0,0.010744303657321035
qp0979,0.0,0.02468702346996805
qp097b,0.0,0.0
qp097c,0.0,0.05576933012489711
qp097d,0.0,0.050630678130891615
qp097e,0.0,0.13826928361609087
qp097f,0.0,0.06272961887859951
qp097g,0.0,0.052676131433267076
qp097h,0.0,0.02995766514768259
qp097j,0.0,0.0
qp097k,0.0,0.013112917319175767
qp097m,0.0,0.0
qp097n,0.0,0.0
qp097p,0.0,0.0
qp097q,0.0,0.0
qp097r,0.0,0.0
qp097s,0.0,0.26135903918960884
qp097t,0.0,0.06838893910816779
qp097u,0.0,0.2296757869264319
qp097v,0.0,0.30639852013746904
qp097w,0.0,0.008719221352463294
qp097x,0.0,0.0
qp097y,0.0,0.10290749113195208
qp097z,0.0,0.024942280558868483
qp0980,0.0,0.050258129713995174
qp0981,0.0,0.1628134058467979
qp0982,0.0,0.07986036671518446
qp0983,0.0,0.03235977910752498
qp0984,0.0,0.08927008866729268
qp0985,0.0,0.19001768777065875
qp0986,0.0,0.14324300149796518
qp0987,0.0,0.3031230385414938
qp0988,0.0,0.08017238023446899
qp0989,0.0,0.02063524173447357
qp098b,0.0,0.0
qp098c,0.0,0.0
qp098d,0.0,0.06576116719120884
qp098e,0.0,0.06350140756123897
qp098f,0.0,0.0
qp098g,0.0,0.0
qp098h,0.0,0.20110377300240054
qp098j,0.0,0.6063526016479673
qp098k,0.0,0.20197141791785342
qp098m,0.0,0.08944641033562802
qp098n,0.0,0.39122180618264135
qp098p,0.0,0.42701168877973106
qp098q,0.0,0.07391567887459718
qp098r,0.0,0.10133658591134836
qp098u,0.0,0.0
qp098v,0.0,0.0
qp0990,0.0,0.0198899160896955
qp0991,0.0,0.07371688669492076
qp0992,0.0,0.0754326728973245
qp0993,0.0,0.08741949957364266
qp0994,0.0,0.04616793278062176
qp0995,0.0,0.01209590306439563
qp0996,0.0,0.09898076023388724
qp0997,0.0,0.037378547545605434
qp0998,0.0,0.07994469624590204
qp0999,0.0,0.03194038081260564
qp099b,0.0,0.13718332655723503
qp099c,0.0,0.08099591494458142
qp099d,0.0,0.11651192007168476
qp099e,0.0,0.13084456511232656
qp099f,0.0,0.03795713565163978
qp099g,0.0,0.16201469145746628
qp099h,0.0,0.0
qp099j,0.0,0.004766454266562331
qp099k,0.0,0.14586081192348307
qp099m,0.0,0.049808023296642745
qp099n,0.0,0.0
qp099p,0.0,0.0
qp099q,0.0,0.00876844376030447
qp099r,0.0,0.013733995239514346
qp099s,0.0,0.06450811445484819
qp099t,0.0,0.05266493246117088
qp099u,0.0,0.056584139998078584
qp099v,0.0,0.08801621332631177
qp099w,0.0,0.02004948737245741
qp099x,0.0,0.013302000620856881
qp099y,0.0,0.07159940608090391
qp099z,0.0,0.02581476190950558
qp09b0,0.0,0.15103903532357182
qp09b1,0.0,0.07881052769397896
qp09b2,0.0,0.0526373221939852
qp09b3,0.0,0.056137343055579506
qp09b4,0.0,0.2672413570453838
qp09b5,0.0,0.08821082129425654
qp09b6,0.0,0.24475298502336174
qp09b7,0.0,0.17820917693935837
qp09bd,0.0,0.02284964356622273
qp09be,0.0,0.014035891378066222
qp09bh,0.0,0.20278308955998497
qp09bj,0.0,0.12388889857174518
qp09bk,0.0,0.034043100442421
qp09bm,0.0,0.028168931058859103
qp09bn,0.0,0.06734927505665361
qp09bp,0.0,0.031267378254075
qp09bq,0.0,0.0
qp09br,0.0,0.0
qp09bt,0.0,0.0
qp09bv,0.0,0.0
qp09bw,0.0,0.025092610052259504
qp09bx,0.0,0.0
qp09by,0.0,0.0
qp09bz,0.0,0.0
qp09c2,0.0,0.0
qp09c6,0.0,0.0
qp09c7,0.0,0.0
qp09c8,0.0,0.011082538490886685
qp09c9,0.0,0.022654426436893853
qp09cb,0.0,0.0
qp09cc,0.0,0.04742137034685376
qp09cd,0.0,0.0051937592776069436
qp09ce,0.0,0.0007511260798698003
qp09cf,0.0,0.0035488640268016604
qp09cg,0.0,0.0727503130757035
qp09ch,0.0,0.0
qp09cj,0.0,0.025472131440377715
qp09ck,0.0,0.0
qp09cm,0.0,0.01584651337090202
qp09cn,0.0,0.0
qp09cp,0.0,0.0
qp09cq,0.0,0.03274485817743929
qp09cr,0.0,0.0
qp09cs,0.0,0.0
qp09ct,0.0,0.011065345597997503
qp09cu,0.0,0.012794525195265138
qp09cv,0.0,0.07121432258750597
qp09cw,0.0,5.38125432883323e-06
qp09cx,0.0,0.001025588409583326
qp09cy,0.0,0.008619643062720513
qp09cz,0.0,0.0
qp09d0,0.0,0.0
qp09d1,0.0,0.031928489929629655
qp09d2,0.0,0.42792021675602837
qp09d3,0.0,0.48515047322027954
qp09d4,0.0,0.01684671088217133
qp09d5,0.0,0.04394120586773052
qp09d6,0.0,0.1865323114746455
qp09d7,0.0,0.15257322869527878
qp09d8,0.0,0.6605773203906395
qp09d9,0.0,0.7029686746833028
qp09db,0.0,0.21271122230680636
qp09dc,0.0,0.3716537371141412
qp09dd,0.0,0.19110899105275492
qp09de,0.0,0.191706090874939
qp09df,0.0,0.08310766178959221
qp09dg,0.0,0.18632544480126262
qp09dh,0.0,0.1370206998679913
qp09dj,0.0,0.17167112717116578
qp09dk,0.0,0.16984684297975292
qp09dm,0.0,0.053125325215190845
qp09dn,0.0,0.10369864172221119
qp09dp,0.0,0.04637088235785389
qp09dq,0.0,0.003597663888233969
qp09dr,0.0,0.07676049880672753
qp09ds,0.0,0.05482582188722134
qp09dt,0.0,0.02615351160662588
qp09du,0.0,0.0
qp09dv,0.0,0.0
qp09dw,0.0,0.0
qp09dx,0.0,0.0
qp09dz,0.0,0.0
qp09e0,0.0,0.0
qp09e1,0.0,0.0
qp09e2,0.0,0.022360544948645124
qp09e3,0.0,0.006028399182912871
qp09e4,0.0,0.06152230972496721
qp09e5,0.0,0.9245328310738855
