geohash6,week_day,median_demand_per_week
qp03t9,0.0,0.034125914898227055
qp03tb,0.0,0.04131693926041921
qp03tc,0.0,0.07053376289674268
qp03td,0.0,0.010182745788162285
qp03te,0.0,0.004554814575057662
qp03tf,0.0,0.019036142592644266
qp03tg,0.0,0.01252092967924558
qp03tk,0.0,0.0
qp03tm,0.0,0.0
qp03tq,0.0,0.0
qp03tr,0.0,0.0
qp03ts,0.0,0.030600925229158225
qp03tt,0.0,0.0
qp03tu,0.0,0.021374191911184053
qp03tv,0.0,0.014276571682837061
qp03tw,0.0,0.0
qp03tx,0.0,0.00038808701548856514
qp03ty,0.0,0.01586512470295047
qp03tz,0.0,0.0014208401245648901
qp03v2,0.0,0.0
qp03v3,0.0,0.0
qp03v9,0.0,0.0
qp03vb,0.0,0.00728088035896692
qp03vc,0.0,0.0
qp03vd,0.0,0.0
qp03vf,0.0,0.0
qp03w0,0.0,0.054670250163825596
qp03w1,0.0,0.11042952612318635
qp03w2,0.0,0.007054463161794351
qp03w3,0.0,0.06447499979146513
qp03w4,0.0,0.07069164849300166
qp03w5,0.0,0.041299572757108605
qp03w6,0.0,0.046220250380378816
qp03w7,0.0,0.032736791575455775
qp03w8,0.0,0.1878309242185657
qp03w9,0.0,0.6634069811301583
qp03wb,0.0,0.021160516955253967
qp03wc,0.0,0.21901783512138234
qp03wd,0.0,0.3844652531469609
qp03we,0.0,0.2253266823276002
qp03wf,0.0,0.5751938647247308
qp03wg,0.0,0.5244295542066919
qp03wh,0.0,0.020300390134865932
qp03wj,0.0,0.03453008218198571
qp03wk,0.0,0.03684993737957275
qp03wm,0.0,0.0662684557014851
qp03wn,0.0,0.039579303726462595
qp03wp,0.0,0.012851654485178467
qp03wq,0.0,0.034187458939022
qp03wr,0.0,0.05113617348460196
qp03ws,0.0,0.11592791502630406
qp03wt,0.0,0.06815439517614466
qp03wu,0.0,0.3193089661068702
qp03wv,0.0,0.10576508694183973
qp03ww,0.0,0.0639900629338223
qp03wx,0.0,0.0788789623644198
qp03wy,0.0,0.2162281952321265
qp03wz,0.0,0.7754019959168432
qp03x0,0.0,0.031146708203606484
qp03x1,0.0,0.12758726025831604
qp03x2,0.0,0.10412765466718932
qp03x3,0.0,0.09990831334558148
qp03x4,0.0,0.04850266614122744
qp03x5,0.0,0.18790268163086277
qp03x6,0.0,0.07978570248648037
qp03x7,0.0,0.16081004818019157
qp03x8,0.0,0.08664662943317153
qp03x9,0.0,0.05043384189407338
qp03xb,0.0,0.03654463105027342
qp03xc,0.0,0.030108773276458486
qp03xd,0.0,0.0596345379550932
qp03xe,0.0,0.09151725636798627
qp03xf,0.0,0.11224880907959198
qp03xg,0.0,0.12180542009045756
qp03xh,0.0,0.19558567118011286
qp03xj,0.0,0.29872791925320363
qp03xk,0.0,0.2805164836342912
qp03xm,0.0,0.6586465792718039
qp03xn,0.0,0.1496217816153536
qp03xp,0.0,0.40334006630183566
qp03xq,0.0,0.27763720450821106
qp03xr,0.0,0.1309316261226966
qp03xs,0.0,0.22179863016209544
qp03xt,0.0,0.32588166291755294
qp03xu,0.0,0.11849928730441206
qp03xv,0.0,0.21361521043429227
qp03xw,0.0,1.0
qp03xx,0.0,1.0
qp03xy,0.0,0.5452694024110741
qp03xz,0.0,0.25001622682845426
qp03y0,0.0,0.0
qp03y1,0.0,0.0
qp03y2,0.0,0.02580569949009956
qp03y3,0.0,0.0
qp03y4,0.0,0.0
qp03y5,0.0,0.0
qp03y6,0.0,0.017983522719333005
qp03y7,0.0,0.046656002884675495
qp03y8,0.0,0.11146729526656968
qp03y9,0.0,0.07994726607009625
qp03yb,0.0,0.6344255148087128
qp03yc,0.0,0.17785126520839656
qp03yd,0.0,0.08944694011576707
qp03ye,0.0,0.06838419197497485
qp03yf,0.0,0.05159571075219866
qp03yg,0.0,0.4021400385862503
qp03yh,0.0,0.0
qp03yk,0.0,0.017408085711142073
qp03ym,0.0,0.004431902631545333
qp03yq,0.0,0.0
qp03yr,0.0,0.0
qp03ys,0.0,0.08729456241896105
qp03yt,0.0,0.050753045877245925
qp03yu,0.0,0.04054361260374123
qp03yv,0.0,0.027324949667845433
qp03yw,0.0,0.010343291446058667
qp03yx,0.0,0.02335193953878402
qp03yy,0.0,0.05468520485067495
qp03yz,0.0,0.02840936169964285
qp03z0,0.0,0.3486941972748787
qp03z1,0.0,0.024244683307029505
qp03z2,0.0,0.30780580392563994
qp03z3,0.0,0.0
qp03z4,0.0,0.06211066004905909
qp03z5,0.0,0.020732816154487917
qp03z6,0.0,0.0
qp03z7,0.0,0.004618964173493362
qp03z8,0.0,0.17458097533255768
qp03z9,0.0,0.1621572261626135
qp03zb,0.0,0.23498067700414904
qp03zc,0.0,0.1530940764633399
qp03zd,0.0,0.06371165960326428
qp03ze,0.0,0.07484618383564964
qp03zf,0.0,0.13426903748839486
qp03zg,0.0,0.04162028456396083
qp03zh,0.0,0.03567923678072964
qp03zj,0.0,0.0
qp03zk,0.0,0.01109876911639189
qp03zm,0.0,0.005767688125414203
qp03zn,0.0,0.013939866987561535
qp03zp,0.0,0.003551358517653716
qp03zq,0.0,0.0
qp03zr,0.0,0.004652862979092245
qp03zs,0.0,0.019255836774635653
qp03zt,0.0,0.201246942285363
qp03zu,0.0,0.04883849755217774
qp03zv,0.0,0.38036364790575256
qp03zw,0.0,0.013201180586467458
qp03zx,0.0,0.0
qp03zy,0.0,0.0
qp03zz,0.0,0.2018439919308546
qp06n8,0.0,0.0
qp06n9,0.0,0.0
qp06nb,0.0,0.02582242163589172
qp06nc,0.0,0.007588057034872102
qp06nd,0.0,0.0
qp06ne,0.0,0.0
qp06nf,0.0,0.0060311554725855695
qp06ng,0.0,0.0
qp06ns,0.0,0.0
qp06nt,0.0,0.0
qp06nu,0.0,0.0
qp06nv,0.0,0.0
qp06nw,0.0,0.0
qp06ny,0.0,0.0
qp06p0,0.0,0.0
qp06p1,0.0,0.008267974520807141
qp06p2,0.0,0.01761577929561932
qp06p3,0.0,0.006544768664190653
qp06p4,0.0,0.0040658756439519855
qp06p5,0.0,0.05771117236128158
qp06p6,0.0,0.0
qp06p7,0.0,0.015426295563756756
qp06p8,0.0,0.0
qp06p9,0.0,0.001879603559674026
qp06pb,0.0,0.11063447605214054
qp06pc,0.0,0.002605955708263339
qp06pd,0.0,0.005963753539888195
qp06pe,0.0,0.03118696776852281
qp06pf,0.0,0.014185305284497799
qp06pg,0.0,0.0
qp06ph,0.0,0.04356346475217094
qp06pj,0.0,0.0
qp06pk,0.0,0.012919039004287725
qp06pm,0.0,0.0
qp06pn,0.0,0.0
qp06pq,0.0,0.0012539594739328754
qp06ps,0.0,0.001762286562229409
qp06pt,0.0,0.0
qp06pu,0.0,0.0
qp06pv,0.0,0.0
qp06pw,0.0,0.0047887825243392215
qp06py,0.0,0.024018731893178276
qp08b1,0.0,0.0
qp08b4,0.0,0.0
qp08b5,0.0,0.0
qp08b6,0.0,0.0
qp08b7,0.0,0.0
qp08bd,0.0,0.0
qp08be,0.0,0.0
qp08bg,0.0,0.0
qp08bh,0.0,0.01041473173880342
qp08bj,0.0,0.07303548440255475
qp08bk,0.0,0.12437879869808058
qp08bm,0.0,0.0
qp08bn,0.0,0.0
qp08bp,0.0,0.00325737362342876
qp08bq,0.0,0.010068603395543038
qp08br,0.0,0.01261573095548535
qp08bs,0.0,0.0
qp08bt,0.0,0.0
qp08bu,0.0,0.0
qp08bv,0.0,0.0
qp08bw,0.0,0.0
qp08bx,0.0,0.0
qp08by,0.0,0.025984127840034753
qp08bz,0.0,0.012523572966026127
qp08c5,0.0,0.0
qp08ch,0.0,0.0
qp08cj,0.0,0.0
qp08ck,0.0,0.0
qp08cm,0.0,0.0
qp08cn,0.0,0.0
qp08cp,0.0,0.04852035856239093
qp08cu,0.0,0.0
qp08cv,0.0,0.0
qp08cy,0.0,0.0
qp08fh,0.0,0.0
qp08fj,0.0,0.0
qp08fn,0.0,0.0
qp08fp,0.0,0.0
qp08fq,0.0,0.0
qp08fr,0.0,0.0
qp08fs,0.0,0.0
qp08ft,0.0,0.0
qp08fu,0.0,0.0
qp08fv,0.0,0.0
qp08fw,0.0,0.0
qp08fx,0.0,0.0003239724563303942
qp08fy,0.0,0.0
qp08fz,0.0,0.0
qp08g4,0.0,0.0
qp08g5,0.0,0.0
qp08g6,0.0,0.0
qp08g7,0.0,0.0
qp08gh,0.0,0.0
qp08gj,0.0,0.0
qp08gk,0.0,0.0
qp08gm,0.0,0.0
qp08gn,0.0,0.0
qp08gp,0.0,0.0
qp08gq,0.0,0.0
qp08gr,0.0,0.013336340238124422
qp08gs,0.0,0.0
qp08gt,0.0,0.0
qp08gu,0.0,0.0
qp08gv,0.0,0.0
qp08gw,0.0,0.0
qp08gx,0.0,0.0008291658067404005
qp08gy,0.0,0.0
qp08gz,0.0,0.04382897774109944
qp08uj,0.0,0.0
qp08un,0.0,0.0
qp08up,0.0,0.0
qp0900,0.0,0.20569161107425188
qp0901,0.0,0.0
qp0902,0.0,0.017738220650224755
qp0903,0.0,0.0
qp0904,0.0,0.015599654573708885
qp0905,0.0,0.008575290879351945
qp0906,0.0,0.0
qp0907,0.0,0.1184678611523894
qp0908,0.0,0.0
qp0909,0.0,0.0
qp090b,0.0,0.14830105056030513
qp090c,0.0,0.0414193218461019
qp090d,0.0,0.0
qp090e,0.0,0.10841156815430181
qp090h,0.0,0.001969743567364026
qp090j,0.0,0.0
qp090k,0.0,0.06836955191944212
qp090m,0.0,0.04799932190622393
qp090n,0.0,0.006319381596110408
qp090p,0.0,0.015300304443197296
qp090q,0.0,0.020773303801827916
qp090r,0.0,0.029346963681027047
qp090s,0.0,0.07981534360862377
qp090t,0.0,0.1630264299420796
qp090v,0.0,0.0
qp090w,0.0,0.024137387247449214
qp090x,0.0,0.024251892995198192
qp090y,0.0,0.0
qp090z,0.0,0.0
qp0917,0.0,0.0
qp0919,0.0,0.0
qp091d,0.0,0.0
qp091e,0.0,0.0
qp091f,0.0,0.0
qp091g,0.0,0.0
qp091h,0.0,0.0
qp091k,0.0,0.0
qp091m,0.0,0.0
qp091n,0.0,0.0
qp091p,0.0,0.0
qp091q,0.0,0.0
qp091r,0.0,0.0
qp091s,0.0,0.0
qp091t,0.0,0.05668445984903421
qp091u,0.0,0.0
qp091v,0.0,0.011596859270997838
qp091w,0.0,0.013350418549095813
qp091x,0.0,0.006975194558653167
qp091y,0.0,0.05477264536467108
qp091z,0.0,0.10165442847608662
qp0920,0.0,0.07264916215694231
qp0921,0.0,0.08090800803791835
qp0922,0.0,0.005378081008386441
qp0923,0.0,0.0
qp0924,0.0,0.06301066561354196
qp0925,0.0,0.16386659989296198
qp0926,0.0,0.06995423150725949
qp0927,0.0,0.17292078719702808
qp0928,0.0,0.02426029007868083
qp0929,0.0,0.03152948895139361
qp092d,0.0,0.03070168031282687
qp092e,0.0,0.03870701880118253
qp092h,0.0,0.13820350165393472
qp092j,0.0,0.14762670267419253
qp092k,0.0,0.199602470288501
qp092m,0.0,0.25982687862530074
qp092n,0.0,0.16809948945918127
qp092p,0.0,0.07001413074370653
qp092q,0.0,0.22322577657402953
qp092r,0.0,0.10604442132279354
qp092s,0.0,0.0432037389380424
qp092t,0.0,0.0726965410898815
qp092w,0.0,0.13966069983233442
qp092x,0.0,0.09756391964702642
qp092z,0.0,0.0
qp0930,0.0,0.0
qp0931,0.0,0.0
qp0932,0.0,0.0
qp0933,0.0,0.0
qp0934,0.0,0.0
qp0935,0.0,0.0
qp0936,0.0,0.0
qp0937,0.0,0.0
qp0938,0.0,0.0
qp0939,0.0,0.0
qp093b,0.0,0.08104190364729595
qp093c,0.0,0.022740810373143527
qp093d,0.0,0.0
qp093e,0.0,0.011760824818182438
qp093f,0.0,0.0
qp093g,0.0,0.07893402826906872
qp093h,0.0,0.0
qp093j,0.0,0.0
qp093k,0.0,0.0
qp093m,0.0,0.0
qp093n,0.0,0.0
qp093p,0.0,0.006138633966543912
qp093q,0.0,0.010809055607896648
qp093r,0.0,0.05176593535964423
qp093s,0.0,0.0
qp093t,0.0,0.0
qp093u,0.0,0.03058281908705536
qp093v,0.0,0.03735092999131996
qp093w,0.0,0.1678177482595765
qp093x,0.0,0.17312890441054357
qp093y,0.0,0.14976240828510118
qp093z,0.0,0.012041660025042469
qp0941,0.0,0.028274862236540185
qp0942,0.0,0.0
qp0943,0.0,0.0
qp0944,0.0,0.02920573415969075
qp0945,0.0,0.07588461076146158
qp0946,0.0,0.0
qp0947,0.0,0.05150416928415688
qp0948,0.0,0.0
qp0949,0.0,0.0
qp094b,0.0,0.03868629863968229
qp094c,0.0,0.04727879386574677
qp094d,0.0,0.0
qp094e,0.0,0.0
qp094f,0.0,0.0
qp094g,0.0,0.011110164096984398
qp094h,0.0,0.04472415051048069
qp094j,0.0,0.013197539988605908
qp094k,0.0,0.045389481460525564
qp094m,0.0,0.06198164450016325
qp094n,0.0,0.15883046083901037
qp094p,0.0,0.05465377540156903
qp094q,0.0,0.22232317986930253
qp094r,0.0,0.39759977783963074
qp094s,0.0,0.0
qp094t,0.0,0.04768845913952383
qp094u,0.0,0.0
qp094v,0.0,0.0
qp094w,0.0,0.013818149865805754
qp094x,0.0,0.07797419476704257
qp094y,0.0,0.019861522136967055
qp094z,0.0,0.0
qp0950,0.0,0.039740272711339314
qp0951,0.0,0.0
qp0952,0.0,0.008786832577710797
qp0953,0.0,0.012241545240420426
qp0954,0.0,0.0
qp0955,0.0,0.0
qp0956,0.0,0.0
qp0957,0.0,0.0
qp0958,0.0,0.0
qp0959,0.0,0.0
qp095b,0.0,0.019571144977703916
qp095c,0.0,0.0014303156975708825
qp095d,0.0,0.0
qp095e,0.0,0.0
qp095f,0.0,0.0
qp095g,0.0,0.0
qp095h,0.0,0.0
qp095j,0.0,0.0042820220206541155
qp095k,0.0,0.0
qp095m,0.0,0.0
qp095n,0.0,0.0022761994020053145
qp095p,0.0,0.0
qp095q,0.0,0.04411864872604819
qp095r,0.0,0.061323583008308744
qp095s,0.0,0.0
qp095t,0.0,0.0
qp095u,0.0,0.0022103122194722714
qp095v,0.0,0.06215542289846565
qp095w,0.0,0.011866948069434462
qp095x,0.0,0.012263001940164824
qp095y,0.0,0.0
qp095z,0.0,0.004132630207622659
qp0960,0.0,0.07964365037321174
qp0961,0.0,0.062032192469351696
qp0962,0.0,0.07732517851553955
qp0963,0.0,0.0
qp0964,0.0,0.0
qp0965,0.0,0.0
qp0966,0.0,0.0
qp0967,0.0,0.0
qp0968,0.0,0.0427599320374693
qp0969,0.0,0.0
qp096b,0.0,0.03941030938831133
qp096c,0.0,0.010079805772570704
qp096d,0.0,0.004549022290213164
qp096e,0.0,0.0
qp096f,0.0,0.22415206518253453
qp096g,0.0,0.08779478450232908
qp096h,0.0,0.01249227224378371
qp096j,0.0,0.07456847935997966
qp096k,0.0,0.014972324649477316
qp096m,0.0,0.10660766368070089
qp096n,0.0,0.10615521811292496
qp096p,0.0,0.07684419039391083
qp096q,0.0,0.8089431792355293
qp096r,0.0,0.5258240388769018
qp096s,0.0,0.12509816919333316
qp096t,0.0,0.19647306679480012
qp096u,0.0,0.35961489032161076
qp096v,0.0,0.5382990081478292
qp096w,0.0,0.25521149907177265
qp096x,0.0,0.7168891492608969
qp096y,0.0,0.20976719003470642
qp096z,0.0,0.6095779372243897
qp0970,0.0,0.021212286619129914
qp0971,0.0,0.024405196759377266
qp0972,0.0,0.01457076471452835
qp0973,0.0,0.0
qp0974,0.0,0.03685145581042279
qp0975,0.0,0.11999275014404592
qp0976,0.0,0.05951791627689336
qp0977,0.0,0.03641831419915919
qp0978,0.0,0.0
qp0979,0.0,0.022503878438617064
qp097b,0.0,0.0
qp097c,0.0,0.04003430224449475
qp097d,0.0,0.019933253840176114
qp097e,0.0,0.15451989489775847
qp097f,0.0,0.03569836738498573
qp097g,0.0,0.031180736057445937
qp097h,0.0,0.00564443248923862
qp097j,0.0,0.0
qp097k,0.0,0.04540955227393972
qp097m,0.0,0.0016674872044490944
qp097n,0.0,0.0
qp097p,0.0,0.0
qp097q,0.0,0.0
qp097r,0.0,0.0
qp097s,0.0,0.3181842030175233
qp097t,0.0,0.024965389392642562
qp097u,0.0,0.13948051940853082
qp097v,0.0,0.2900718815117169
qp097w,0.0,0.021927171117018963
qp097x,0.0,0.0007320562553547916
qp097y,0.0,0.14681404418347985
qp097z,0.0,0.010594307297459082
qp0980,0.0,0.03574740431980003
qp0981,0.0,0.09480989195715822
qp0982,0.0,0.10889480391939471
qp0983,0.0,0.044844284335083834
qp0984,0.0,0.04603049755330675
qp0985,0.0,0.12323118140601522
qp0986,0.0,0.1599658307923198
qp0987,0.0,0.3749133102951606
qp0988,0.0,0.08847699820699599
qp0989,0.0,0.03541545885553769
qp098b,0.0,0.0
qp098c,0.0,0.0
qp098d,0.0,0.0780746280275888
qp098e,0.0,0.05756303637907352
qp098f,0.0,0.0
qp098g,0.0,0.0
qp098h,0.0,0.11943192009236858
qp098j,0.0,0.49307395405341276
qp098k,0.0,0.22260941892598718
qp098m,0.0,0.08812847227948277
qp098n,0.0,0.22874003188912642
qp098p,0.0,0.3149084108408101
qp098q,0.0,0.09045260344275492
qp098r,0.0,0.11205354001133201
qp098u,0.0,0.0
qp098v,0.0,0.0
qp0990,0.0,0.01128686613783839
qp0991,0.0,0.0843184165835272
qp0992,0.0,0.11995948157458408
qp0993,0.0,0.10096184271767106
qp0994,0.0,0.02828439521287729
qp0995,0.0,0.0036327521170906947
qp0996,0.0,0.07483988023442673
qp0997,0.0,0.015421617535568873
qp0998,0.0,0.0739957350623763
qp0999,0.0,0.012685868474368825
qp099b,0.0,0.08273643710064532
qp099c,0.0,0.08533285074436567
qp099d,0.0,0.09112088448334471
qp099e,0.0,0.10755554977461046
qp099f,0.0,0.017967332294356382
qp099g,0.0,0.12085689099660504
qp099h,0.0,0.0
qp099j,0.0,0.0
qp099k,0.0,0.10916204794896456
qp099m,0.0,0.03835039916986421
qp099n,0.0,0.0
qp099p,0.0,0.0
qp099q,0.0,0.007432736334078258
qp099r,0.0,0.0027688198585963924
qp099s,0.0,0.07731361381574983
qp099t,0.0,0.0291580256224129
qp099u,0.0,0.07715363117377003
qp099v,0.0,0.10688913753213466
qp099w,0.0,0.005665013068783167
qp099x,0.0,0.001288795479724871
qp099y,0.0,0.05036921202540828
qp099z,0.0,0.003588470854063039
qp09b0,0.0,0.12455573415774324
qp09b1,0.0,0.06728582057671433
qp09b2,0.0,0.06774876535299967
qp09b3,0.0,0.07110701506401552
qp09b4,0.0,0.2516312534860331
qp09b5,0.0,0.06564786419666314
qp09b6,0.0,0.31175714908937535
qp09b7,0.0,0.22475791120973732
qp09bd,0.0,0.04541343989078031
qp09be,0.0,0.048665071162230615
qp09bh,0.0,0.20835517972501547
qp09bj,0.0,0.11882858136667357
qp09bk,0.0,0.03284011263244134
qp09bm,0.0,0.05644354568636573
qp09bn,0.0,0.04186947927311127
qp09bp,0.0,0.029070619065532023
qp09bq,0.0,0.0
qp09br,0.0,0.0
qp09bt,0.0,0.004049603604543489
qp09bv,0.0,0.0
qp09bw,0.0,0.04356117393647388
qp09bx,0.0,0.0
qp09by,0.0,0.0
qp09bz,0.0,0.0
qp09c2,0.0,0.0
qp09c6,0.0,0.0
qp09c7,0.0,0.0
qp09c8,0.0,0.003283070869227493
qp09c9,0.0,0.0016383638180770426
qp09cb,0.0,0.0
qp09cc,0.0,0.07535786132679793
qp09cd,0.0,0.0
qp09ce,0.0,0.0
qp09cf,0.0,0.0
qp09cg,0.0,0.11101020131009542
qp09ch,0.0,0.0
qp09cj,0.0,0.03713405380776422
qp09ck,0.0,0.0
qp09cm,0.0,0.008716756308793767
qp09cn,0.0,0.0
qp09cp,0.0,0.0
qp09cq,0.0,0.04103583048512402
qp09cr,0.0,0.0
qp09cs,0.0,0.0
qp09ct,0.0,0.029724633685012533
qp09cu,0.0,0.016325891495620647
qp09cv,0.0,0.12152497230911308
qp09cw,0.0,0.0
qp09cx,0.0,0.0
qp09cy,0.0,0.010196693806527983
qp09cz,0.0,0.0
qp09d0,0.0,0.0
qp09d1,0.0,0.014889563171030708
qp09d2,0.0,0.7207088688965828
qp09d3,0.0,0.6494532363952745
qp09d4,0.0,0.016002704427635503
qp09d5,0.0,0.08744991114326839
qp09d6,0.0,0.21464374090699695
qp09d7,0.0,0.18929215794552473
qp09d8,0.0,0.6726269203637036
qp09d9,0.0,1.0
qp09db,0.0,0.3516446401624589
qp09dc,0.0,0.6004296209829405
qp09dd,0.0,0.2089068079462602
qp09de,0.0,0.19988677215852155
qp09df,0.0,0.12099688581664012
qp09dg,0.0,0.1404285098159735
qp09dh,0.0,0.20620444921647924
qp09dj,0.0,0.17132834524710672
qp09dk,0.0,0.1801532304615434
qp09dm,0.0,0.04817629961480106
qp09dn,0.0,0.068017283347612
qp09dp,0.0,0.03901284849205487
qp09dq,0.0,0.0002571948816765875
qp09dr,0.0,0.04713004736290252
qp09ds,0.0,0.0224312803732046
qp09dt,0.0,0.03296071341086416
qp09du,0.0,0.0
qp09dv,0.0,0.0
qp09dw,0.0,0.0
qp09dx,0.0,0.0
qp09dz,0.0,0.0
qp09e0,0.0,0.0
qp09e1,0.0,0.0
qp09e2,0.0,0.013191998601970907
qp09e3,0.0,0.02815225262359812
qp09e4,0.0,0.02719349592068058
qp09e5,0.0,1.0
qp09e6,0.0,0.00883554416583592
qp09e7,0.0,0.12819122320891818
qp09e8,0.0,0.12338644768909197
qp09e9,0.0,0.17431539301861593
qp09eb,0.0,0.023485305481580086
qp09ec,0.0,0.0
qp09ed,0.0,0.0849177341512146
qp09ee,0.0,0.005751748015494234
qp09ef,0.0,0.0
