geohash6,week_day,mean_demand_per_week
qp03ty,0.0,0.018642746439030206
qp03tz,0.0,0.0063037412736936865
qp03v2,0.0,0.00026236286272984577
qp03v3,0.0,0.00013273008632983706
qp03v9,0.0,0.001612555588326711
qp03vb,0.0,0.011453771318389434
qp03vc,0.0,0.00019961350771811423
qp03vd,0.0,2.8011579955384223e-05
qp03vf,0.0,4.2017919438498344e-07
qp03w0,0.0,0.05905019344415966
qp03w1,0.0,0.11072640118105226
qp03w2,0.0,0.015478169841476099
qp03w3,0.0,0.0672080080590109
qp03w4,0.0,0.0688370489249535
qp03w5,0.0,0.03826014563287966
qp03w6,0.0,0.04709486829240964
qp03w7,0.0,0.03326645002953962
qp03w8,0.0,0.23397162215829895
qp03w9,0.0,0.6586849079679459
qp03wb,0.0,0.027970669733269064
qp03wc,0.0,0.2515110846717547
qp03wd,0.0,0.40133117089424136
qp03we,0.0,0.2132397403162757
qp03wf,0.0,0.5832949428636058
qp03wg,0.0,0.4751849351072159
qp03wh,0.0,0.022822175910555267
qp03wj,0.0,0.03493032222845803
qp03wk,0.0,0.038822776417038005
qp03wm,0.0,0.06672284295974022
qp03wn,0.0,0.04222075008403763
qp03wp,0.0,0.015727614093600847
qp03wq,0.0,0.037970202961609634
qp03wr,0.0,0.05389161916472169
qp03ws,0.0,0.11330909193899825
qp03wt,0.0,0.06653590760871497
qp03wu,0.0,0.3172911344036432
qp03wv,0.0,0.10716323913149058
qp03ww,0.0,0.06514061698473757
qp03wx,0.0,0.08397902245420948
qp03wy,0.0,0.21458202955301975
qp03wz,0.0,0.7204310851308272
qp03x0,0.0,0.031147011204900016
qp03x1,0.0,0.1258361225990828
qp03x2,0.0,0.09431113507226091
qp03x3,0.0,0.10227590964951443
qp03x4,0.0,0.05295908355347323
qp03x5,0.0,0.19528081033897274
qp03x6,0.0,0.0791086089957864
qp03x7,0.0,0.16213367368679252
qp03x8,0.0,0.08195535755064993
qp03x9,0.0,0.05183691438082724
qp03xb,0.0,0.037862669282651105
qp03xc,0.0,0.03252276572831327
qp03xd,0.0,0.062171929179660586
qp03xe,0.0,0.08473936807770906
qp03xf,0.0,0.10836395892505786
qp03xg,0.0,0.12721904635411171
qp03xh,0.0,0.18905442273276551
qp03xj,0.0,0.26665223891925455
qp03xk,0.0,0.29189167355642553
qp03xm,0.0,0.6011905839655414
qp03xn,0.0,0.15426684280993114
qp03xp,0.0,0.4599860123134207
qp03xq,0.0,0.34165926693683374
qp03xr,0.0,0.12266348136095685
qp03xs,0.0,0.2184398809599489
qp03xt,0.0,0.28931536592310764
qp03xu,0.0,0.116179325307764
qp03xv,0.0,0.2051649348177074
qp03xw,0.0,0.8280635874547696
qp03xx,0.0,0.7749253493514293
qp03xy,0.0,0.49230937593121094
qp03xz,0.0,0.2357940200941332
qp03y0,0.0,0.0038342931980179123
qp03y1,0.0,0.004850649570295545
qp03y2,0.0,0.0264164864733023
qp03y3,0.0,0.0024704566310659796
qp03y4,0.0,0.00010975218584070693
qp03y5,0.0,2.9635859793937686e-06
qp03y6,0.0,0.020260289205761648
qp03y7,0.0,0.04753282982810547
qp03y8,0.0,0.11693355488150609
qp03y9,0.0,0.08370243678221402
qp03yb,0.0,0.65295510739337
qp03yc,0.0,0.17075935076036938
qp03yd,0.0,0.09137538265127516
qp03ye,0.0,0.06743104954316703
qp03yf,0.0,0.0540301347831163
qp03yg,0.0,0.3993322316276869
qp03yh,0.0,0.0
qp03yk,0.0,0.020369643219719215
qp03ym,0.0,0.008562985629473085
qp03yq,0.0,0.002593943658602234
qp03yr,0.0,1.3461025057880718e-05
qp03ys,0.0,0.09410814645467737
qp03yt,0.0,0.05703567756891118
qp03yu,0.0,0.045457894373962054
qp03yv,0.0,0.029960043144738175
qp03yw,0.0,0.012525452936166795
qp03yx,0.0,0.02599537531419788
qp03yy,0.0,0.05564118789193154
qp03yz,0.0,0.03111350535926304
qp03z0,0.0,0.3993741315615595
qp03z1,0.0,0.025076135799866655
qp03z2,0.0,0.35491042381119403
qp03z3,0.0,0.0004415127515789376
qp03z4,0.0,0.06646034943680922
qp03z5,0.0,0.027336721521393475
qp03z6,0.0,0.004185374550929692
qp03z7,0.0,0.010572354460556413
qp03z8,0.0,0.18563385372396268
qp03z9,0.0,0.15304067624887302
qp03zb,0.0,0.21704702921599298
qp03zc,0.0,0.1497126299103054
qp03zd,0.0,0.06655472803449314
qp03ze,0.0,0.08258453952569475
qp03zf,0.0,0.13338238612085435
qp03zg,0.0,0.04278090156020187
qp03zh,0.0,0.035909907298865826
qp03zj,0.0,0.0019789492911434785
qp03zk,0.0,0.015297532764966745
qp03zm,0.0,0.009624995005471395
qp03zn,0.0,0.01720307153162852
qp03zp,0.0,0.007825483007739808
qp03zq,0.0,0.0006951601915388714
qp03zr,0.0,0.00842844261342293
qp03zs,0.0,0.0227154893994273
qp03zt,0.0,0.19321187388726166
qp03zu,0.0,0.05163925226679423
qp03zv,0.0,0.3720128749217199
qp03zw,0.0,0.01672162075100603
qp03zx,0.0,7.044894156950652e-06
qp03zy,0.0,0.001351357183755133
qp03zz,0.0,0.19569172950158412
qp06n8,0.0,0.0047586003063351074
qp06n9,0.0,0.0026385404771488955
qp06nb,0.0,0.027328310415750578
qp06nc,0.0,0.010707214846878145
qp06nd,0.0,0.0033291472630743463
qp06ne,0.0,0.004010419501115932
qp06nf,0.0,0.010188780158447127
qp06ng,0.0,0.0072155191181356776
qp06ns,0.0,0.0004513690163015544
qp06nt,0.0,0.0006947399101501899
qp06nu,0.0,0.0003376295014715748
qp06nv,0.0,0.001082615708640586
qp06nw,0.0,0.0
qp06ny,0.0,0.0004126956442366732
qp06p0,0.0,0.002124282643990155
qp06p1,0.0,0.012405070981540514
qp06p2,0.0,0.022630256092407274
qp06p3,0.0,0.010248231972193577
qp06p4,0.0,0.008663392274678291
qp06p5,0.0,0.05648412294416812
qp06p6,0.0,0.00434154041605657
qp06p7,0.0,0.018036032229223703
qp06p8,0.0,0.0005273802447869031
qp06p9,0.0,0.00845013345807401
qp06pb,0.0,0.10760438054728333
qp06pc,0.0,0.007717906379548795
qp06pd,0.0,0.009392313941393775
qp06pe,0.0,0.0328288757111333
qp06pf,0.0,0.017416721639116405
qp06pg,0.0,0.004544567466745585
qp06ph,0.0,0.05328158464155849
qp06pj,0.0,0.004967058172123402
qp06pk,0.0,0.01580488955373674
qp06pm,0.0,0.005063115502717509
qp06pn,0.0,0.0023429562063833798
qp06pq,0.0,0.006635121017584302
qp06ps,0.0,0.0060057586625254684
qp06pt,0.0,0.0021889624110148467
qp06pu,0.0,0.0014282388891770296
qp06pv,0.0,0.0034588103355238653
qp06pw,0.0,0.011588877744488205
qp06py,0.0,0.026340569298893498
qp08b1,0.0,0.0010427999171035165
qp08b4,0.0,0.0071288478625496044
qp08b5,0.0,0.0015704877590714279
qp08b6,0.0,0.007405434909944692
qp08b7,0.0,0.007632858082416319
qp08bd,0.0,0.00435288506246624
qp08be,0.0,0.000818471951839899
qp08bg,0.0,0.0008647358708361196
qp08bh,0.0,0.05104131497225261
qp08bj,0.0,0.08738067151833119
qp08bk,0.0,0.15989730891708698
qp08bm,0.0,0.012350174139270656
qp08bn,0.0,0.002238159753559698
qp08bp,0.0,0.02555489666608129
qp08bq,0.0,0.038289428251267535
qp08br,0.0,0.029128093095111465
qp08bs,0.0,0.0008854644274311265
qp08bt,0.0,0.0002160195382957501
qp08bu,0.0,0.0017708871411697797
qp08bv,0.0,0.0009282155436221713
qp08bw,0.0,0.015639991096601167
qp08bx,0.0,0.00160878216615211
qp08by,0.0,0.050025270110835775
qp08bz,0.0,0.03628783740855645
qp08c5,0.0,0.000631211391663707
qp08ch,0.0,4.760227403585831e-05
qp08cj,0.0,0.00025495546348108203
qp08ck,0.0,0.01363518872763233
qp08cm,0.0,0.013167414733662156
qp08cn,0.0,0.016671227936662054
qp08cp,0.0,0.0658415051622658
qp08cu,0.0,0.0009319467289882055
qp08cv,0.0,0.008328706211319451
qp08cy,0.0,0.01840180882916009
qp08fh,0.0,0.004680115136827715
qp08fj,0.0,0.001109050084048218
qp08fn,0.0,0.005289769761765074
qp08fp,0.0,0.00010705735210102636
qp08fq,0.0,0.0
qp08fr,0.0,0.0
qp08fs,0.0,0.0
qp08ft,0.0,0.0
qp08fu,0.0,0.00010812134439020318
qp08fv,0.0,0.0012384417593853927
qp08fw,0.0,0.0011851712680218242
qp08fx,0.0,0.011270146648422512
qp08fy,0.0,0.007838696306769649
qp08fz,0.0,0.00093888213072697
qp08g4,0.0,7.588125265327142e-05
qp08g5,0.0,0.0
qp08g6,0.0,0.00015876637024020738
qp08g7,0.0,5.8171012355581486e-05
qp08gh,0.0,0.0
qp08gj,0.0,0.00043822801566137924
qp08gk,0.0,0.00010901326691224808
qp08gm,0.0,0.002317316818423326
qp08gn,0.0,0.0019368560810881024
qp08gp,0.0,0.00640638859624374
qp08gq,0.0,0.011008941912319303
qp08gr,0.0,0.02123867569311999
qp08gs,0.0,0.00014520339864514977
qp08gt,0.0,0.007600667725638006
qp08gu,0.0,3.101811180200395e-05
qp08gv,0.0,0.0023106182224592263
qp08gw,0.0,0.005007889382458661
qp08gx,0.0,0.011017230576510094
qp08gy,0.0,0.006383271070292003
qp08gz,0.0,0.05436512059298842
qp08uj,0.0,3.850723131680223e-05
qp08un,0.0,0.004372385533941614
qp08up,0.0,0.0006098655850476967
qp0900,0.0,0.21323715857350092
qp0901,0.0,0.012244067056973855
qp0902,0.0,0.039694974800497836
qp0903,0.0,0.01776689312280839
qp0904,0.0,0.03983038222449088
qp0905,0.0,0.02982261086113225
qp0906,0.0,0.004778788351677829
qp0907,0.0,0.13940778530498477
qp0908,0.0,0.005611942824572485
qp0909,0.0,0.02388150995653107
qp090b,0.0,0.15910435662667127
qp090c,0.0,0.061012129810631206
qp090d,0.0,0.013488534206865495
qp090e,0.0,0.11651418276146415
qp090h,0.0,0.029018824731267646
qp090j,0.0,0.00768275568938263
qp090k,0.0,0.09133818870493822
qp090m,0.0,0.06014301534935793
qp090n,0.0,0.009850734551444045
qp090p,0.0,0.017889522548719835
qp090q,0.0,0.026182436019505956
qp090r,0.0,0.030363292862188616
qp090s,0.0,0.09366223583277543
qp090t,0.0,0.15989458731588632
qp090v,0.0,0.0006254471174368603
qp090w,0.0,0.025855922527849958
qp090x,0.0,0.026577309003427935
qp090y,0.0,0.0014077995612855473
qp090z,0.0,0.0
qp0917,0.0,2.8770055398638704e-05
qp0919,0.0,1.2922644045738774e-05
qp091d,0.0,0.00017819292887140542
qp091e,0.0,0.00035977042899501175
qp091f,0.0,5.0908139750156205e-05
qp091g,0.0,0.0036608572143708358
qp091h,0.0,0.0
qp091k,0.0,0.0007672016131104863
qp091m,0.0,0.001873630681224532
qp091n,0.0,0.0007840627042258554
qp091p,0.0,0.00010894387684468749
qp091q,0.0,0.006490123946748141
qp091r,0.0,0.0020920963670317543
qp091s,0.0,0.0012824620166505876
qp091t,0.0,0.0785898533520005
qp091u,0.0,0.01119666438909316
qp091v,0.0,0.020844482045038342
qp091w,0.0,0.021091155291799973
qp091x,0.0,0.017500836458557247
qp091y,0.0,0.06083543439435992
qp091z,0.0,0.1429608067401197
qp0920,0.0,0.0659203383388258
qp0921,0.0,0.07053317719443693
qp0922,0.0,0.00964993552504314
qp0923,0.0,0.0029767856719577837
qp0924,0.0,0.06270243670051397
qp0925,0.0,0.1543449605454957
qp0926,0.0,0.06693982658242459
qp0927,0.0,0.16423841093385952
qp0928,0.0,0.02661217151339916
qp0929,0.0,0.0327001710777492
qp092d,0.0,0.034085235284364954
qp092e,0.0,0.0396014689653645
qp092h,0.0,0.13290310697777954
qp092j,0.0,0.1434655018617408
qp092k,0.0,0.18918592825888192
qp092m,0.0,0.2603899666591096
qp092n,0.0,0.1568970617214364
qp092p,0.0,0.07403318881691577
qp092q,0.0,0.22513017014968695
qp092r,0.0,0.11544400321589944
qp092s,0.0,0.04257874626463479
qp092t,0.0,0.07550977640273208
qp092w,0.0,0.16560782389892637
qp092x,0.0,0.11493177097514641
qp092z,0.0,0.0003427454991947189
qp0930,0.0,0.0024137826317970593
qp0931,0.0,5.104992871679768e-05
qp0932,0.0,0.006563500382733081
qp0933,0.0,0.0030776287642819925
qp0934,0.0,0.0002473378391391823
qp0935,0.0,7.609893061270448e-05
qp0936,0.0,0.002420229054400744
qp0937,0.0,0.00142597240809109
qp0938,0.0,0.004622757916883497
qp0939,0.0,0.0
qp093b,0.0,0.08541194769343914
qp093c,0.0,0.03030370283496579
qp093d,0.0,0.008642853457392057
qp093e,0.0,0.019914308642916687
qp093f,0.0,0.0038110918036728027
qp093g,0.0,0.08667358166849592
qp093h,0.0,0.0
qp093j,0.0,9.400993840375681e-05
qp093k,0.0,2.700918201591818e-05
qp093m,0.0,0.0007607122201904079
qp093n,0.0,2.6101896533935127e-05
qp093p,0.0,0.015528667263206638
qp093q,0.0,0.0256878749544114
qp093r,0.0,0.058609333368757476
qp093s,0.0,0.00809744442795725
qp093t,0.0,0.005533673571630072
qp093u,0.0,0.037561453472249616
qp093v,0.0,0.04197924314877566
qp093w,0.0,0.15608141993871563
qp093x,0.0,0.1743789795351792
qp093y,0.0,0.15624459161988896
qp093z,0.0,0.03453640153989169
qp0941,0.0,0.04581661888251882
qp0942,0.0,0.00083899586249241
qp0943,0.0,0.0002028528978431
qp0944,0.0,0.03310340274105166
qp0945,0.0,0.07445602025805109
qp0946,0.0,0.00516295232129652
qp0947,0.0,0.07279014563571508
qp0948,0.0,0.00500102008428003
qp0949,0.0,0.006864785890282422
qp094b,0.0,0.04237601689351184
qp094c,0.0,0.04708378584911233
qp094d,0.0,0.000739595357616996
qp094e,0.0,0.000633797383911001
qp094f,0.0,0.0009488417400957352
qp094g,0.0,0.023167014772860123
qp094h,0.0,0.1168944526898489
qp094j,0.0,0.02248328006557619
qp094k,0.0,0.05270138516327038
qp094m,0.0,0.0688405077280572
qp094n,0.0,0.18098093890052677
qp094p,0.0,0.060547916682091474
qp094q,0.0,0.22741941338365937
qp094r,0.0,0.389646330853856
qp094s,0.0,0.001158973535432073
qp094t,0.0,0.047687038465980346
qp094u,0.0,0.004850776621202418
qp094v,0.0,0.0006631548188291758
qp094w,0.0,0.022632207535015113
qp094x,0.0,0.07617816205686537
qp094y,0.0,0.027276427824189667
qp094z,0.0,0.008337989634841647
qp0950,0.0,0.058086360058616754
qp0951,0.0,0.017530267559764168
qp0952,0.0,0.017524362518309303
qp0953,0.0,0.02068369718899473
qp0954,0.0,0.002464070202400102
qp0955,0.0,0.014380863518854127
qp0956,0.0,0.00013207386243674227
qp0957,0.0,0.00816103609058031
qp0958,0.0,0.005443873183374994
qp0959,0.0,0.0019732838736788642
qp095b,0.0,0.026665929303930604
qp095c,0.0,0.012232893931385156
qp095d,0.0,0.0012824927047560995
qp095e,0.0,0.0037928004896135192
qp095f,0.0,0.00013546609867943853
qp095g,0.0,0.0016688016641003575
qp095h,0.0,0.00044187553309053764
qp095j,0.0,0.013906321837277085
qp095k,0.0,0.00797060281024483
qp095m,0.0,0.010228486453907027
qp095n,0.0,0.015426417198507611
qp095p,0.0,0.0007372234925696908
qp095q,0.0,0.04805958608644447
qp095r,0.0,0.0673174126932679
qp095s,0.0,0.006764770413600051
qp095t,0.0,0.00454767290011994
qp095u,0.0,0.01191473557138307
qp095v,0.0,0.06578350598802044
qp095w,0.0,0.02169910344108485
qp095x,0.0,0.020553982520173524
qp095y,0.0,0.009451785775528939
qp095z,0.0,0.01604411786559531
qp0960,0.0,0.09980026735192572
qp0961,0.0,0.0637269106946712
qp0962,0.0,0.07716235917076518
qp0963,0.0,0.011843849890518697
qp0964,0.0,0.0
qp0965,0.0,0.0022597232629796835
qp0966,0.0,0.001801572733724473
qp0967,0.0,0.00016651367476792925
qp0968,0.0,0.0486605541489527
qp0969,0.0,0.011216029902103969
qp096b,0.0,0.04701981079543802
qp096c,0.0,0.017414821044350316
qp096d,0.0,0.014736441811469008
qp096e,0.0,0.003957059896728899
qp096f,0.0,0.21453065776618585
qp096g,0.0,0.09211569520957096
qp096h,0.0,0.02330721019306546
qp096j,0.0,0.07657479169171202
qp096k,0.0,0.02690624055401372
qp096m,0.0,0.11446908792893916
qp096n,0.0,0.11419065429206025
qp096p,0.0,0.08361442721344381
qp096q,0.0,0.6466711918961389
qp096r,0.0,0.5012671123078514
qp096s,0.0,0.14670061974715978
qp096t,0.0,0.18910074454897333
qp096u,0.0,0.34576514982121503
qp096v,0.0,0.4946798647717607
qp096w,0.0,0.2319287832983902
qp096x,0.0,0.6150626513547485
qp096y,0.0,0.21905632644299444
qp096z,0.0,0.5711513942788035
qp0970,0.0,0.026662229285821213
qp0971,0.0,0.04879082926185652
qp0972,0.0,0.024867991190017976
qp0973,0.0,0.004293706818848652
qp0974,0.0,0.046761186288658295
qp0975,0.0,0.11359669456519901
qp0976,0.0,0.05966629715962574
qp0977,0.0,0.04446186161586838
qp0978,0.0,0.008935782826848666
qp0979,0.0,0.030866611737464366
qp097b,0.0,0.007243833466724716
qp097c,0.0,0.045146288816183544
qp097d,0.0,0.02888889097953982
qp097e,0.0,0.15508237641625497
qp097f,0.0,0.04282899821564375
qp097g,0.0,0.03544479550448025
qp097h,0.0,0.014635528596221805
qp097j,0.0,0.00018364938241960293
qp097k,0.0,0.050807336333023013
qp097m,0.0,0.040863231611856655
qp097n,0.0,0.00012160888536042016
qp097p,0.0,0.0027464489760340993
qp097q,0.0,0.00036402333818424254
qp097r,0.0,6.27490816106342e-05
qp097s,0.0,0.31618234428316516
qp097t,0.0,0.034682312153794505
qp097u,0.0,0.12492911378671463
qp097v,0.0,0.2698643502156098
qp097w,0.0,0.03448856237089103
qp097x,0.0,0.017549411665478375
qp097y,0.0,0.14609859177593604
qp097z,0.0,0.02050515270262466
qp0980,0.0,0.03624939063176291
qp0981,0.0,0.09464718795413862
qp0982,0.0,0.12577344361539833
qp0983,0.0,0.04825350604941653
qp0984,0.0,0.04839167424945474
qp0985,0.0,0.12298283888431621
qp0986,0.0,0.18874802025758763
qp0987,0.0,0.42492973140871687
qp0988,0.0,0.11669581069576933
qp0989,0.0,0.052476305156474314
qp098b,0.0,0.0008001188227493672
qp098c,0.0,0.003289587423419334
qp098d,0.0,0.10153064606707858
qp098e,0.0,0.06701622975648015
qp098f,0.0,0.011939268957055554
qp098g,0.0,0.003183449744880795
qp098h,0.0,0.11642322809871654
qp098j,0.0,0.41984442937397676
qp098k,0.0,0.23041705929107895
qp098m,0.0,0.0857308359705527
qp098n,0.0,0.2242598952548314
qp098p,0.0,0.27871582331507533
qp098q,0.0,0.09362958173609615
qp098r,0.0,0.12955368862874247
qp098u,0.0,0.000982583444118952
qp098v,0.0,3.407526765635622e-05
qp0990,0.0,0.020699222607446843
qp0991,0.0,0.0837262869764186
qp0992,0.0,0.12567596217473279
qp0993,0.0,0.09437723210893999
qp0994,0.0,0.03455880840869816
qp0995,0.0,0.013323327441893698
qp0996,0.0,0.07791866200689336
qp0997,0.0,0.023087281302494527
qp0998,0.0,0.07587841670067912
qp0999,0.0,0.021627389435996233
qp099b,0.0,0.08377508020230662
qp099c,0.0,0.08885511467085215
qp099d,0.0,0.09982653173566021
qp099e,0.0,0.11388227734139848
qp099f,0.0,0.026910951151839144
qp099g,0.0,0.1214019846689957
qp099h,0.0,0.007280002748099825
qp099j,0.0,0.005360878791970349
qp099k,0.0,0.10592551574370303
qp099m,0.0,0.04163831120292608
qp099n,0.0,0.0011402734996552825
qp099p,0.0,0.0004125080005597185
qp099q,0.0,0.015077812125053882
qp099r,0.0,0.01277209231222523
qp099s,0.0,0.08209516677732781
qp099t,0.0,0.03542287473778106
qp099u,0.0,0.11514313040388974
qp099v,0.0,0.11536690633842285
qp099w,0.0,0.014402616165130057
qp099x,0.0,0.012179022713627237
qp099y,0.0,0.06457023781034342
qp099z,0.0,0.015558987474341812
qp09b0,0.0,0.11396144985702801
qp09b1,0.0,0.06257391097570085
qp09b2,0.0,0.08517419370810393
qp09b3,0.0,0.06941542589222023
qp09b4,0.0,0.22323513327070743
qp09b5,0.0,0.06531222255181147
qp09b6,0.0,0.374455900703601
qp09b7,0.0,0.21698626089658243
qp09bd,0.0,0.06634692481066572
qp09be,0.0,0.060052795025446394
qp09bh,0.0,0.19782839770076202
qp09bj,0.0,0.1154752258401507
qp09bk,0.0,0.03691543289212658
qp09bm,0.0,0.06282187180995549
qp09bn,0.0,0.042704801461485
qp09bp,0.0,0.028628802166816663
qp09bq,0.0,0.00039059369287353026
