geohash6,hour,mean_demand_per_geo
qp03tf,0.0,0.03722212422520703
qp03tg,0.0,0.025405550914046678
qp03tk,0.0,0.0009790529081290008
qp03tm,0.0,0.0043169595973416445
qp03tq,0.0,0.0014586646386143959
qp03tr,0.0,7.648435696485144e-05
qp03ts,0.0,0.050939067659419794
qp03tt,0.0,0.007303767351201866
qp03tu,0.0,0.03245785116643643
qp03tv,0.0,0.02724872223666696
qp03tw,0.0,0.01047801067630202
qp03tx,0.0,0.011773379302163297
qp03ty,0.0,0.029602553286391282
qp03tz,0.0,0.010967254505006399
qp03v2,0.0,0.000698165897479436
qp03v3,0.0,3.66937224227074e-05
qp03v9,0.0,0.004605773742154479
qp03vb,0.0,0.020584794025590717
qp03vc,0.0,0.0005493129667127994
qp03vd,0.0,0.00011534527247086172
qp03vf,0.0,1.1109535753161959e-05
qp03w0,0.0,0.07337641620501907
qp03w1,0.0,0.18182072227438817
qp03w2,0.0,0.01266700589098334
qp03w3,0.0,0.06164165578562297
qp03w4,0.0,0.11678456580863456
qp03w5,0.0,0.04434988962576557
qp03w6,0.0,0.08632967856746433
qp03w7,0.0,0.041475266929139304
qp03w8,0.0,0.1694177355519066
qp03w9,0.0,0.5610994033496727
qp03wb,0.0,0.01706585427089842
qp03wc,0.0,0.1768434811271947
qp03wd,0.0,0.35407502209523384
qp03we,0.0,0.24509762779103958
qp03wf,0.0,0.5441125307321847
qp03wg,0.0,0.7146715395331913
qp03wh,0.0,0.03402553764821766
qp03wj,0.0,0.049079878752398894
qp03wk,0.0,0.06580438382605835
qp03wm,0.0,0.10518925704403437
qp03wn,0.0,0.07302706917425038
qp03wp,0.0,0.023134683135157947
qp03wq,0.0,0.06144504462235756
qp03wr,0.0,0.09126930361622985
qp03ws,0.0,0.1659660766788121
qp03wt,0.0,0.09368502782141439
qp03wu,0.0,0.4023356294462568
qp03wv,0.0,0.15612527447587907
qp03ww,0.0,0.11084567684542727
qp03wx,0.0,0.13713309005401034
qp03wy,0.0,0.24925370774494623
qp03wz,0.0,0.5340880358598453
qp03x0,0.0,0.0415003835098159
qp03x1,0.0,0.1497760053681387
qp03x2,0.0,0.14681676597832055
qp03x3,0.0,0.1761940251189307
qp03x4,0.0,0.10390495415565881
qp03x5,0.0,0.36630394010239475
qp03x6,0.0,0.15116885761662063
qp03x7,0.0,0.26982803545302453
qp03x8,0.0,0.12429357656981405
qp03x9,0.0,0.1007643943338525
qp03xb,0.0,0.06459961898631907
qp03xc,0.0,0.0630707915348372
qp03xd,0.0,0.11251184068344798
qp03xe,0.0,0.12865009803693303
qp03xf,0.0,0.19102135388781302
qp03xg,0.0,0.22076996757207124
qp03xh,0.0,0.28709565883869725
qp03xj,0.0,0.3354962529704329
qp03xk,0.0,0.5008824446656372
qp03xm,0.0,0.6655185437031039
qp03xn,0.0,0.28757556460186967
qp03xp,0.0,0.41952980599101775
qp03xq,0.0,0.1965892932731506
qp03xr,0.0,0.14279446999313478
qp03xs,0.0,0.40785207028315734
qp03xt,0.0,0.36693986823051405
qp03xu,0.0,0.20399655520904197
qp03xv,0.0,0.3243790291487168
qp03xw,0.0,0.8106594875329317
qp03xx,0.0,0.8017746158932327
qp03xy,0.0,0.5723160948233045
qp03xz,0.0,0.35832626537673323
qp03y0,0.0,0.00723378524007827
qp03y1,0.0,0.00692538386206226
qp03y2,0.0,0.041506177352469274
qp03y3,0.0,0.0038395740789311057
qp03y4,0.0,0.0006458595609054144
qp03y5,0.0,0.0
qp03y6,0.0,0.033690528039967325
qp03y7,0.0,0.06320596840833048
qp03y8,0.0,0.2012541317817511
qp03y9,0.0,0.13559753901329497
qp03yb,0.0,0.5926301782869522
qp03yc,0.0,0.19868892262852544
qp03yd,0.0,0.13189372546939435
qp03ye,0.0,0.10422648081427568
qp03yf,0.0,0.06315914600675472
qp03yg,0.0,0.38425412234250444
qp03yh,0.0,0.00013251912259920853
qp03yk,0.0,0.03095898954532161
qp03ym,0.0,0.013797284531828786
qp03yq,0.0,0.004290581454041492
qp03yr,0.0,0.0
qp03ys,0.0,0.15817679463055379
qp03yt,0.0,0.09145828001090096
qp03yu,0.0,0.07944565222843142
qp03yv,0.0,0.04605962665176954
qp03yw,0.0,0.018601039720506283
qp03yx,0.0,0.044517954496135735
qp03yy,0.0,0.080292452491043
qp03yz,0.0,0.045805059633592236
qp03z0,0.0,0.33899537453607276
qp03z1,0.0,0.03903263897697723
qp03z2,0.0,0.28119169845032393
qp03z3,0.0,0.00014636638622172354
qp03z4,0.0,0.10459750515754235
qp03z5,0.0,0.027974404776372093
qp03z6,0.0,0.0081919948313874
qp03z7,0.0,0.029103543136435404
qp03z8,0.0,0.17065661665630635
qp03z9,0.0,0.16289098754097728
qp03zb,0.0,0.33354125365029846
qp03zc,0.0,0.2330945423303696
qp03zd,0.0,0.05749786792356091
qp03ze,0.0,0.06733588407814897
qp03zf,0.0,0.19761859659773845
qp03zg,0.0,0.06248504940630206
qp03zh,0.0,0.05199756658503871
qp03zj,0.0,0.007442259597766208
qp03zk,0.0,0.0207567061129678
qp03zm,0.0,0.01687928759668067
qp03zn,0.0,0.025256349755757662
qp03zp,0.0,0.01275437310111526
qp03zq,0.0,0.0021426382187499514
qp03zr,0.0,0.015341195797367221
qp03zs,0.0,0.038552690363315045
qp03zt,0.0,0.1908282446378624
qp03zu,0.0,0.0750822596380088
qp03zv,0.0,0.41748365955536776
qp03zw,0.0,0.011673078117762857
qp03zx,0.0,4.931732327209902e-06
qp03zy,0.0,0.0005541002369266569
qp03zz,0.0,0.24190128153378854
qp06n8,0.0,0.006908835284150301
qp06n9,0.0,0.005918628198802044
qp06nb,0.0,0.041552718456779714
qp06nc,0.0,0.012399990534037416
qp06nd,0.0,0.006083133593647147
qp06ne,0.0,0.006137472446819287
qp06nf,0.0,0.017802776327609987
qp06ng,0.0,0.006176035600806957
qp06ns,0.0,0.000528168398193035
qp06nt,0.0,0.0008319025196945536
qp06nu,0.0,7.938799976017123e-05
qp06nv,0.0,0.0012448615305498273
qp06nw,0.0,0.0
qp06ny,0.0,0.0005601839384044109
qp06p0,0.0,0.002590314946753966
qp06p1,0.0,0.023059231387094713
qp06p2,0.0,0.03816497312770297
qp06p3,0.0,0.008921904311204843
qp06p4,0.0,0.01194693040615971
qp06p5,0.0,0.050610369582754555
qp06p6,0.0,0.0055643813446849535
qp06p7,0.0,0.029495066190526414
qp06p8,0.0,0.0010865554999323122
qp06p9,0.0,0.010346427818878776
qp06pb,0.0,0.05707233534109187
qp06pc,0.0,0.012106815810121635
qp06pd,0.0,0.013912606562685267
qp06pe,0.0,0.04687558276205138
qp06pf,0.0,0.026358574094480357
qp06pg,0.0,0.0022964824569267094
qp06ph,0.0,0.06160197651318866
qp06pj,0.0,0.011087975675790103
qp06pk,0.0,0.02157940127405337
qp06pm,0.0,0.011422192528760302
qp06pn,0.0,0.0018715505463736204
qp06pq,0.0,0.01106304236363526
qp06ps,0.0,0.011586004256927305
qp06pt,0.0,0.004760133619747267
qp06pu,0.0,0.0013346244179276191
qp06pv,0.0,0.0054617360870025155
qp06pw,0.0,0.014390445674531663
qp06py,0.0,0.03846716602672141
qp08b1,0.0,0.0
qp08b4,0.0,0.0013960836503929797
qp08b5,0.0,0.002825581818947814
qp08b6,0.0,0.0036470420019290416
qp08b7,0.0,0.007803727544067865
qp08bd,0.0,0.00040705082850515755
qp08be,0.0,0.0003806421268337288
qp08bg,0.0,0.00028289539984335175
qp08bh,0.0,0.0117506392345219
qp08bj,0.0,0.0532461064042213
qp08bk,0.0,0.022261968774972926
qp08bm,0.0,0.006923326430259915
qp08bn,0.0,0.0008619623266419034
qp08bp,0.0,0.028960334268200473
qp08bq,0.0,0.0019929196633301648
qp08br,0.0,0.020910935344406592
qp08bs,0.0,0.0008070956348370924
qp08bt,0.0,0.0
qp08bu,0.0,0.0002816177530156611
qp08bv,0.0,0.0012421959220234686
qp08bw,0.0,0.0021192540138525394
qp08bx,0.0,0.0009665488147411324
qp08by,0.0,0.006983681525398831
qp08bz,0.0,0.01617451157697828
qp08c5,0.0,1.2594770131297565e-05
qp08ch,0.0,0.0
qp08cj,0.0,8.589908326509859e-05
qp08ck,0.0,0.0015881443012480724
qp08cm,0.0,0.0011117336763653248
qp08cn,0.0,0.001653720875122168
qp08cp,0.0,0.01275268752759346
qp08cu,0.0,0.0006750515858794384
qp08cv,0.0,0.002937288658341533
qp08cy,0.0,0.0060473156468650625
qp08fh,0.0,0.010024296688761553
qp08fj,0.0,0.0003259421053375272
qp08fn,0.0,0.0012848877574291578
qp08fp,0.0,0.0
qp08fq,0.0,0.0
qp08fr,0.0,0.0
qp08fs,0.0,0.0
qp08ft,0.0,0.0
qp08fu,0.0,0.0
qp08fv,0.0,0.0035631396942921293
qp08fw,0.0,0.0034411128821673033
qp08fx,0.0,0.0064367922877214545
qp08fy,0.0,0.012872644807237618
qp08fz,0.0,0.0005194603681293187
qp08g4,0.0,1.789208971206204e-05
qp08g5,0.0,0.0
qp08g6,0.0,3.650156792603346e-05
qp08g7,0.0,0.00010618825778228405
qp08gh,0.0,0.0
qp08gj,0.0,0.00018903580593709277
qp08gk,0.0,0.00052171327419063
qp08gm,0.0,0.003535649990131293
qp08gn,0.0,0.001448508275660477
qp08gp,0.0,0.014243373473307213
qp08gq,0.0,0.009935716854640847
qp08gr,0.0,0.019486439181745394
qp08gs,0.0,1.6668849276834002e-05
qp08gt,0.0,0.006787881979507397
qp08gu,0.0,0.0
qp08gv,0.0,0.0011785395258307463
qp08gw,0.0,0.004512423183787776
qp08gx,0.0,0.010613541766048395
qp08gy,0.0,0.0022323644324160046
qp08gz,0.0,0.029760609323731108
qp08uj,0.0,0.0
qp08un,0.0,0.002375518837145344
qp08up,0.0,0.0007973471832240945
qp0900,0.0,0.02721557202290328
qp0901,0.0,0.006745952992058608
qp0902,0.0,0.02175946614626139
qp0903,0.0,0.005483620853885833
qp0904,0.0,0.008913621872590153
qp0905,0.0,0.00761409571621041
qp0906,0.0,0.000586947052428766
qp0907,0.0,0.03542440697375127
qp0908,0.0,0.0027885075878942844
qp0909,0.0,0.009487923482081514
qp090b,0.0,0.039312144264678675
qp090c,0.0,0.015258326969520118
qp090d,0.0,0.006780809986067595
qp090e,0.0,0.07178491876234537
qp090h,0.0,0.021871951779745862
qp090j,0.0,0.0008680234225709789
qp090k,0.0,0.02554479616706822
qp090m,0.0,0.03721399156006864
qp090n,0.0,0.014592862659830471
qp090p,0.0,0.016422235464787303
qp090q,0.0,0.02552021908463052
qp090r,0.0,0.041192221420787295
qp090s,0.0,0.046595272250149214
qp090t,0.0,0.09395741309773505
qp090v,0.0,0.000357778547279274
qp090w,0.0,0.03848806011506145
qp090x,0.0,0.042647141687404994
qp090y,0.0,0.00043440343597054876
qp090z,0.0,0.0001171511059314958
qp0917,0.0,0.0
qp0919,0.0,0.0
qp091d,0.0,0.0003428307951373915
qp091e,0.0,0.0006686132654114131
qp091f,0.0,0.00015536049549507903
qp091g,0.0,0.004880121399322847
qp091h,0.0,0.0
qp091k,0.0,0.0005184154758404203
qp091m,0.0,0.00040285243324245904
qp091n,0.0,0.0008737424685223737
qp091p,0.0,0.0001372471360198476
qp091q,0.0,0.003043806081433431
qp091r,0.0,0.0034153660336004137
qp091s,0.0,0.0007419171175465123
qp091t,0.0,0.024823558447997225
qp091u,0.0,0.009202667648245995
qp091v,0.0,0.022575978799758718
qp091w,0.0,0.01288240818535349
qp091x,0.0,0.01582403964518795
qp091y,0.0,0.10075076893691397
qp091z,0.0,0.070963988678761
qp0920,0.0,0.06344680399426209
qp0921,0.0,0.07642826346832823
qp0922,0.0,0.01579480269335123
qp0923,0.0,0.005075853435688461
qp0924,0.0,0.08785024653917745
qp0925,0.0,0.21187849409948614
qp0926,0.0,0.06553882787649914
qp0927,0.0,0.1534645662975605
qp0928,0.0,0.03741666329931522
qp0929,0.0,0.04729842547810371
qp092d,0.0,0.052026039884165654
qp092e,0.0,0.05842745068483041
qp092h,0.0,0.1934137222797101
qp092j,0.0,0.1965879374355161
qp092k,0.0,0.20897278048743165
qp092m,0.0,0.22543392661525874
qp092n,0.0,0.20063054645593334
qp092p,0.0,0.09035873984127633
qp092q,0.0,0.19800252013429076
qp092r,0.0,0.11868340331641636
qp092s,0.0,0.055970394177781504
qp092t,0.0,0.0630881071384151
qp092w,0.0,0.09815874688175404
qp092x,0.0,0.08561875837626398
qp092z,0.0,0.0017093063811720306
qp0930,0.0,0.0026404057514556297
qp0931,0.0,0.0
qp0932,0.0,0.006522790620194235
qp0933,0.0,0.003606697252153286
qp0934,0.0,6.616301166852985e-05
qp0935,0.0,2.7838569585658668e-05
qp0936,0.0,0.0019510249797205378
qp0937,0.0,0.000323152173206963
qp0938,0.0,0.0007992156490629861
qp0939,0.0,0.0
qp093b,0.0,0.0629617398711894
qp093c,0.0,0.05506874615200784
qp093d,0.0,0.016006345255127095
qp093e,0.0,0.01868689042416731
qp093f,0.0,0.009409534534352462
qp093g,0.0,0.04529338495459233
qp093h,0.0,0.0
qp093j,0.0,0.0
qp093k,0.0,1.3244546754865585e-05
qp093m,0.0,0.00017317874430530455
qp093n,0.0,0.0
qp093p,0.0,0.022348134520403705
qp093q,0.0,0.0246347491203234
qp093r,0.0,0.08726146149411829
qp093s,0.0,0.009328130102174396
qp093t,0.0,0.004077775542869001
qp093u,0.0,0.057690395077015205
qp093v,0.0,0.053856443841601744
qp093w,0.0,0.1615246019841649
qp093x,0.0,0.09936546264492666
qp093y,0.0,0.12007702558144807
qp093z,0.0,0.026650419428636885
qp0941,0.0,0.014821565647833419
qp0942,0.0,0.0005220103430250129
qp0943,0.0,0.0001751626594868953
qp0944,0.0,0.0386466502672447
qp0945,0.0,0.08625546094670358
qp0946,0.0,0.003650723902694832
qp0947,0.0,0.041666744859445055
qp0948,0.0,0.003826318286711418
qp0949,0.0,0.006981843697758274
qp094b,0.0,0.02426228324876386
qp094c,0.0,0.03700939431482215
qp094d,0.0,0.0006266429765788683
qp094e,0.0,0.0005381602544648026
qp094f,0.0,0.0009876766929325224
qp094g,0.0,0.01673030313465883
qp094h,0.0,0.025160150876831988
qp094j,0.0,0.018206071140366455
qp094k,0.0,0.04498543232979882
qp094m,0.0,0.03941424886226277
qp094n,0.0,0.12079840878268365
qp094p,0.0,0.059004583515993414
qp094q,0.0,0.1483928216938561
qp094r,0.0,0.48698769902528877
qp094s,0.0,0.0026881291002171007
qp094t,0.0,0.03796334199880726
qp094u,0.0,0.007284335745679508
qp094v,0.0,0.0011204431727403253
qp094w,0.0,0.027219657719075644
qp094x,0.0,0.12056538539632895
qp094y,0.0,0.04080511826393353
qp094z,0.0,0.011980115553447008
qp0950,0.0,0.025648672773875024
qp0951,0.0,0.00884901851811198
qp0952,0.0,0.015408518607883923
qp0953,0.0,0.01803542617245708
qp0954,0.0,0.0009299314316744209
qp0955,0.0,0.001736024336710309
qp0956,0.0,0.0
qp0957,0.0,0.00445610189083493
qp0958,0.0,0.005180313531880235
qp0959,0.0,0.0010595797552358142
qp095b,0.0,0.021870933574194132
qp095c,0.0,0.019120552592102526
qp095d,0.0,0.002365452382010697
qp095e,0.0,0.003417886345771714
qp095f,0.0,9.085296853401273e-05
qp095g,0.0,0.0010532686650833827
qp095h,0.0,0.0005747190448645549
qp095j,0.0,0.021492624050163247
qp095k,0.0,0.0050129410927137975
qp095m,0.0,0.011858129045273228
qp095n,0.0,0.031580361972762566
qp095p,0.0,0.00032531525045295597
qp095q,0.0,0.05073413678941027
qp095r,0.0,0.0828318241822896
qp095s,0.0,0.01151232829525806
qp095t,0.0,0.002119645949371701
qp095u,0.0,0.006747320960353228
qp095v,0.0,0.05257928150776262
qp095w,0.0,0.02245639780339052
qp095x,0.0,0.03422084265666692
qp095y,0.0,0.007281396126582783
qp095z,0.0,0.022215198174813877
qp0960,0.0,0.07623718126736237
qp0961,0.0,0.09134202800316543
qp0962,0.0,0.10275418692322001
qp0963,0.0,0.015195382297624476
qp0964,0.0,0.0
qp0965,0.0,0.0005087804126494229
qp0966,0.0,5.0268958841423313e-05
qp0967,0.0,0.00010117550044203999
qp0968,0.0,0.04521420019329058
qp0969,0.0,0.01230367109849325
qp096b,0.0,0.07320909906087625
qp096c,0.0,0.030419549648547806
qp096d,0.0,0.009899513066520454
qp096e,0.0,0.0007908380559660559
qp096f,0.0,0.2946161841283582
qp096g,0.0,0.07340524210609375
qp096h,0.0,0.04504919717632461
qp096j,0.0,0.11244979629548751
qp096k,0.0,0.016121132215887273
qp096m,0.0,0.07849867562614044
qp096n,0.0,0.0969465622031606
qp096p,0.0,0.07410760304311449
qp096q,0.0,0.5907678948300469
qp096r,0.0,0.30319451174368767
qp096s,0.0,0.09506804957060694
qp096t,0.0,0.2391661677252906
qp096u,0.0,0.3113043847289521
qp096v,0.0,0.43473627663963926
qp096w,0.0,0.20664722519550524
qp096x,0.0,0.49243591105595164
qp096y,0.0,0.12459187696428849
qp096z,0.0,0.262004821555254
qp0970,0.0,0.037515675633120055
qp0971,0.0,0.025070275049281894
qp0972,0.0,0.04012610652227702
qp0973,0.0,0.004320545377359679
qp0974,0.0,0.047040593124390684
qp0975,0.0,0.1454694491804882
qp0976,0.0,0.09092652764494209
qp0977,0.0,0.04647731070765935
qp0978,0.0,0.014921325870753349
qp0979,0.0,0.0294643464824637
qp097b,0.0,0.008934065671872502
qp097c,0.0,0.060614745907630344
qp097d,0.0,0.05423092986053581
qp097e,0.0,0.1230251163002693
qp097f,0.0,0.06275420527183334
qp097g,0.0,0.05346289855904083
qp097h,0.0,0.03119137489307738
qp097j,0.0,0.00022271415539966741
qp097k,0.0,0.017473899544276597
qp097m,0.0,0.01220348458233656
qp097n,0.0,0.0
qp097p,0.0,0.00039076457855275284
qp097q,0.0,6.926215072405615e-05
qp097r,0.0,4.544355442848359e-05
qp097s,0.0,0.23265957196632991
qp097t,0.0,0.06619209573264868
qp097u,0.0,0.20508320099963223
qp097v,0.0,0.2794551329438853
qp097w,0.0,0.014991660803910817
qp097x,0.0,0.00888398329715439
qp097y,0.0,0.10137687806182259
qp097z,0.0,0.027652003994875878
qp0980,0.0,0.046704198543571766
qp0981,0.0,0.15378048349867865
qp0982,0.0,0.0797041109163982
qp0983,0.0,0.03038600097312151
qp0984,0.0,0.08593433288088081
qp0985,0.0,0.18903313061035318
qp0986,0.0,0.1359885808019933
qp0987,0.0,0.29836223796821265
qp0988,0.0,0.07560307545081567
qp0989,0.0,0.02152314578564046
qp098b,0.0,0.0020089004150903897
qp098c,0.0,0.007439709316644755
qp098d,0.0,0.06726656577370793
qp098e,0.0,0.06367227342528704
qp098f,0.0,0.0061248345630462485
qp098g,0.0,0.004955763689155005
qp098h,0.0,0.1915100839409804
qp098j,0.0,0.5566429721833942
qp098k,0.0,0.19725051880093483
qp098m,0.0,0.088509710272507
qp098n,0.0,0.37062775447409446
qp098p,0.0,0.3974165041615695
qp098q,0.0,0.07417275178490751
qp098r,0.0,0.1002163294258539
qp098u,0.0,0.0021516847184829997
qp098v,0.0,0.00025252206327899894
qp0990,0.0,0.02267367824137958
qp0991,0.0,0.0810388402757446
qp0992,0.0,0.07758983889139795
qp0993,0.0,0.08747854109938463
qp0994,0.0,0.05131770598581819
qp0995,0.0,0.016285682259539257
qp0996,0.0,0.10184918698805255
qp0997,0.0,0.03955815580775333
qp0998,0.0,0.0806995465267385
qp0999,0.0,0.035245291035872796
qp099b,0.0,0.12926631711720835
qp099c,0.0,0.08049689253539938
qp099d,0.0,0.11164398567211266
qp099e,0.0,0.13157770429042911
qp099f,0.0,0.03887663779555383
qp099g,0.0,0.16680476059383614
qp099h,0.0,0.006079194683204963
qp099j,0.0,0.009443795521764812
qp099k,0.0,0.143490988651797
qp099m,0.0,0.04849986898850637
qp099n,0.0,0.0033931226454545697
qp099p,0.0,0.0005154423266102578
qp099q,0.0,0.014775700257152372
qp099r,0.0,0.01845841896226938
qp099s,0.0,0.06723737343509924
qp099t,0.0,0.05385372013577772
qp099u,0.0,0.059107971047386375
qp099v,0.0,0.09301644246295493
qp099w,0.0,0.024601534901712584
qp099x,0.0,0.018724278002533377
qp099y,0.0,0.08763099481869059
qp099z,0.0,0.02786887198156065
qp09b0,0.0,0.1537704906036655
qp09b1,0.0,0.07823327196262939
qp09b2,0.0,0.04702007196755822
qp09b3,0.0,0.05852496902087133
qp09b4,0.0,0.267217961001715
qp09b5,0.0,0.08917412909641766
qp09b6,0.0,0.23854520801481785
qp09b7,0.0,0.17323101873383104
qp09bd,0.0,0.02369127674632455
qp09be,0.0,0.015793167704677143
qp09bh,0.0,0.199655342573071
qp09bj,0.0,0.11657192885162626
qp09bk,0.0,0.032372476424591214
qp09bm,0.0,0.030850625989897462
qp09bn,0.0,0.06398145054549997
qp09bp,0.0,0.032081579472882205
qp09bq,0.0,0.0015107656019316595
qp09br,0.0,0.0007021691874353598
qp09bt,0.0,0.002564383646241446
qp09bv,0.0,1.0686512109933746e-05
qp09bw,0.0,0.02639752259797487
